ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
1,10018.0,callahan eye foundation hospital,1720 university# blvd,empty,empty,bir$m@@ingham,,168287.43103025653,jefferso@@n,2053258100.0,acute care hospita@@ls,voluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,empty,al_scip-card-2
2,10018.0,,,,empty,birmingham,,,,2053258100.0,acute care hospitals,,#yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic% at the right time (within one hour before surgery) to help prevent infe%ction,empty,,al_scip-inf-1
3,,callahan eye foundation hospital,1720 university blvd,empty,$emp#ty,birmingham,al,,jeff#%erson,2053258100.0,acute care hospitals,,yes,surgical infection prevention,,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,emp$ty,al_scip-inf-2
4,49038.62841235589,call??ahan #eye foundation hospital,1720 university blvd,,empty,birmin$gham,,35233.0,jefferson,2053258100.0,,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,,
5,10018.0,,1720 un??iversity blvd,empty,empty,birmingham,al,35233.0,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,,surgical infection prevention,scip-@@inf-4,all heart surgery p??atients whose blood sugar (blood glucose) is kept under goo#d control in the days right after surgery,empty,empty,al_scip-inf-4
6,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,,35233.0,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,empty,
7,10018.0,??callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,jefferson,,,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,em@@pty,empty,al_scip-vte-1
8,10018.0,,1720 university blvd,empty,$em#pty,birmingham,al,117507.56228792485,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection pre#v@@ention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,empty%,al_scip-vte-2
9,53768.347625709765,helen keller memorial hospital,1300 south montgomery avenue,empty,,,,35660.0,jefferson,2563864556.0,,government - hospital district or authority,yes,heart attack,,heart attack patients given aspirin at arrival,97%,33 patients,
10,10019.0,helen keller memorial hospital,1300 south montgomery avenue,em@@pt#y,empty,@@??sheffield,al,35660.0,jefferson,,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discha@@rge,92%,13 patients,al_ami-2
11,,helen keller memorial hospital,1300 south montgomery avenue,,empty,,al,35660.0,jefferson,2563864556.0,acu@@te care hospita??ls,go#vernmen??t - hospital district or authority,yes,heart attack,ami-3,,75%,4 patients,al_ami-3
12,,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,she@@ffiel$d,al,35660.0,jefferson,13741468502.938864,acute care hospitals,government - hospital district or authority,y??es,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100??#%,4 patients#,al_ami-4
13,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,,sheffield,al,35660.0,jefferson,,acute care h??ospitals,government - hospital district or authority,,heart attack,ami-5,heart attack patients given beta blocker at discharge,86%,14 %patie#nts,al_ami-5
14,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,,12052166545.139769,acute care hospitals,,yes,,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
15,10019.0,helen keller memorial hospital,1300 south montgo#mery avenue@@,empty,empty,sheffield,al,183890.0321827038,jefferson,2563864556.0,acute care hospitals,government - hospital district #or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
16,10019.0,,1300 south montgomery avenue,empty,empty,sheffield,al,,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,,,,80%,114 patients,al_hf-1
17,10019.0,helen keller memorial hospital,,,emp@#@ty,she$ffield,a??l??,,jefferson,2563864556.0,acute care hospitals,,yes,heart@@ f%ailure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,149 patients,
18,10019.0,helen keller memorial hospital,130$0 south montgomery avenue,empty,empty,sheffield,$a$l,35660.0,jefferson,2563864556.0,,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92#%,37 patients,
19,10019.0,helen keller memorial hospital,1300 south montgomery avenue,,empty,sheffield,al,35660.0,jefferson,2563864556.0,,,y$es,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,10#0%,41 patients,al_hf-4
20,10001.0,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,143521.58234814485,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,,ami-1,,98%,,al_ami-1
21,10001.0,southeast alabama medical center,1108 ross clark circle,em@@p$ty,empty,dothan,al,36302.0,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,heart attack,,heart attack patients given aspirin at discharge,9$9%%,516 patients,al_ami-2
22,10001.0,southeast alabama medical center,1108 ross clark circle,empty,,dothan,al,36302.0,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,heart attack,,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96#%$,,al_ami-3
23,10001.0,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,,,3347938701.0,,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,244 patients,
24,10001.0,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302.0,houston,,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,,441 patients,al_ami@@%-5
25,10001.0,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302.0,,3347938701.0,acute care hospi#ta??ls,,yes,heart attack,ami@@-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,
26,10001.0,southeast alabama medical center,1108 ross clark circle,,empty,dothan,,36302.0,houston,3347938701.0,acute care hospitals,,yes,,ami-8a,heart attack patients given pci within 90 minutes of arrival,72%,40 patients,
27,10001.0,southeast alabama medical center,1108 ross clark circle,??em??pty,empty,dothan,a#l@@,212731.03511669964,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,,78%,455 patients,al_hf-1
28,10001.0,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,,151546.30630302097,houston,,,government - hospital district or authority,yes,heart% failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,514 patients,al_hf$%-2
