ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
1,32841.46348659157,,1720 university blvd,empty%,emp%ty,birmingham,al,,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection preventio??n,scip-card-2,,empty,emp??ty,al_scip-card-2
2,,callahan eye foundation hospital,1720 universi$ty blvd,empty,empty,,al,197423.66798809817,jefferson,,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,e#mp??ty,empty,al_scip-inf-1
3,,callahan eye foundation hospital,,empty,empty,birmingham,al,35233.0,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,empty,al_scip-inf-2
4,10018.0,callahan eye?? foundation hospita#l,1720 university blvd,em??pty,empty,birmingham,a%$l,35233.0,,2053258100.0,acute care hospita@@ls??,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,empty,al_scip-inf-3
5,54211.92647799479,callahan eye foundation hospital,1720 university blvd,,empty,birm#ingham%,al,35233.0,jefferson,2053258100.0,,voluntary non-profit - private,yes,surgical infection prevention,,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,??empty,
6,10018.0,callahan eye foundation hospital,1720 university blvd,empty,,birmingham,al,35233.0,,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,empty,al_scip-inf-6
7,10018.0,callahan eye fou$ndation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,jeffe@@rso%n,2053258100.0,acute care hospitals,voluntary non-profit - private,,surgical infection prevention,sci%p-vte$-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,empty,al_scip-vte-1
8,41748.419876167616,callahan eye foundation hospital,1720 university blvd,empty,empty,,al,,jefferson,2053258100.0,acut#e car$e hospitals,voluntary non-profit - private,yes,$surgical infection preventi@@on,scip-vte-2,patients who got treatment  at the right time (wi$thin 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,empty,al_scip-vte-2
9,10019.0,helen keller memorial hospital,1300 south montgomery avenue,e%mpty??,empty,sheffield,al,35660.0,jefferson,2563864556.0,,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,97%,33 patients,al_??ami-1
10,32574.49823472311,,1300 south montgomery avenue,empty,empty,,al,35660.0,jefferson,,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,,9@@2%,,al_ami-2
11,35296.14299187743,helen keller memorial hospital,1300 south mon$tgomery avenue,,empty,s@@@@heffield,,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,,al_ami-3
12,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffie$@@ld,a$l,,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,4 patients,al_ami-4
13,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,,2563864556.0,acute care hospitals,government - hospital district or authority,y??es#,heart att%ack,,heart attack patients given beta blocker at discharge,86%,14 patients,
14,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,,al@@,,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,hea$rt attac??k,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
15,10019.0,,1300 south montgomery avenue,empty,,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital di??strict or authority,yes,heart attack,ami-8a,,empty,0 patients,al_ami-8a
16,10019.0,helen keller memorial hospital,1300 south montgomery avenue,,empty,,al,35660.0,jefferson,,acute care hospitals,government - hospital district or authority,yes,hea@@rt failure@@,hf-1,heart failure patients given discharge instructions,80#%#,114 patients,al_hf-1
17,10019.0,helen keller mem?@@?orial hospital,130$0 @@south montgomery avenue,$em@@pty,empty,sheffield,,35660.0,jefferson,9527921694.615847,acute care h#ospitals,,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,149 patients,
18,37995.79945810652,hel$en@@ keller memorial hospital,1300 south montgomery avenue,empt??y,empty,sheffield,,,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,37 patients,al_hf-3
19,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,,sheffield,al,35660.0,jefferson,2563864556.0,,government - hospital district or authority,??#yes,heart failure,hf-4,heart failu$re patients given smoking cessation advice/counseling,100%,41 patients,al_hf-4
20,10001.0,southeast alabama medical center,1108 ross clark circle,empty,em$pty,dothan,al,36302.0,houston,,acute care hospitals,government - hospital district or authority,yes,,ami-1,heart attack patients given aspirin at arrival,98%,270 patients,
21,10001.0,southeast alabama medical center,1108 ross clark circle,empty,empty,,al,36302.0,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,99%,516 patients,al_ami-2
22,10001.0,,1108 ross clark circle,,empty,dothan,al,36302.0,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),9#6%$,71 patients,al_ami-3
23,,,1108 ross clark circle,,empty,,al,36302.0,houston,3347938701.0,,government - hospital @@district or authority,,heart attack,,,100%,244 patients,al_ami-4
24,10001.0,southeast alabama medical center,1108 ross clark circle,empty,,dothan,,36302.0,houston,10945661486.89976,acute care hospitals,government - hospital district or authority,yes,hear%t atta#ck,ami-5,heart attack patients given beta blocker at discharge,9%#9%,441 patients,
25,55447.17605057402,southeast alaba??ma medical cente%r,1108 ross $@@clark circle,empty,,dothan,al,,houston,13163095012.067173,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of ar$rival,,0% patients,al_ami-7a
