ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
1,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,jefferson,7161206566.471962,acute care hospitals,voluntary non-profit - private,yes,surgical i$nfection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,empty,al_scip-card-2
2,52178.483780662624,c#allahan eye found$ation hospital,1720 university blvd,empty,empty,bir@@min#gham,al,35233.0,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,al_scip-inf-1
3,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham??,al,35233.0,jef??ferso%n,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empt%y,empty,al_scip-inf-2
4,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,jefferso@@n,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip@@-in??f-3,surg??ery patients whose preventive antibiotics were stopped at the right time (within 24 ho@@urs after surgery),empty,empty,al_scip-inf-3
5,10018.0,callahan eye foundation hospital,1720 university blvd,emp#ty,empty,birmingham,al,35233.0,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,y%$es,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control i$n the da$ys right after surgery,@@empty,empty,al_scip-inf-4
6,58253.50152247884,callahan eye foundation hospital,1720 university blvd,empty@@,empty,birmingham,al,35233.0,#jefferson,9122128536.734133,acute care h%ospital$s,voluntary non-profit - p$r@@ivate,y$es,surgical infection prevention,s%cip-inf#-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),emp#ty??,empty,al_scip-inf-6
7,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,empty,al_scip-vte-1
8,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infecti%on ??prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,empty,al_scip-vte-2
9,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empt??y,sheffield,al,172342.6639432583,jefferson,14421443938.741554,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,97%,33 patients,al_ami-1
10,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,@@empt$y,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart a$ttack,ami-2,heart attack patients given aspirin at discharge,92%,13 patients,al_ami-2
11,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,4 patients,al_ami-3
12,53463.64303063316,helen keller memorial hospital,1300 south montgomery avenue,empty,e%mp$ty,sheffield,al,35660.0,%j%efferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,4 patients,al_ami-4
13,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,#he%art attack,ami-5,heart attack patients given beta blocke??r at dischar@@ge,86%,14 patients,a#l_ami-5
14,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,g%overnmen#t - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
15,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,??empt??y,s$heffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,%government - hospital district or authori$ty,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
16,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,160429.5517603531,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,80%,114 patients,al_hf-1
