ID,age,income
1,48,85300
2,61,41800
3,95455315,61500
4,24,80786.14182101442
5,55,96900
6,46,90900
7,53,99000
8,28,42100
9,21,30100
10,37,55000
11,50,88500
12,21,15000
13,50,81600
14,19,24400
15,50,84000
16,48,86300
17,60,48900
18,52,93600
19,38,64700
20,32,62400
21,34,38300
22,32,34100
23,276.917503786419,50400
24,63,54500
25,35,35200
26,22,19900
27,65,51500
28,63,50900
29,78161861,59100
30,55,108000.0
31,23,20200
32,48,58200
33,18,20000
34,20,54576.61054405696
35,48,79700
36,39,43100
37,25,28000
38,32,41400
39,20,32000
40,33,93847887398
41,34288815033,41900
42,28,32700
43,58,807.015049
44,34,41800
45,30,38900
46,25,21027253766
47,51,434.693020
48,53437948,81400
49,28,39300
50,46,67600
51,52,102500.0
52,39,80630093763
53,50,95000
54,37,25125531526
55,62,48100
56,63,45100
57,33,36600
58,28,43700
59,56,83800
60,22,19000
61,44,73900
62,26,26500
63,28,21600
64,48,96900
65,43,60000
66,20,22600
67,22,30900
68,60,51100
69,19,21800
70,51,78300
71,30,606.682206
72,03145385023,68700
73,53,83800
74,54,150.540934
75,42720824628,59800
76,99153785,57800
77,25,44500
78,32,29700
79,27,40800
80,64,59000
81,35,58000
82,36,66900
83,16,10100
84,35,508.114372
85,26,99073505776
86,32,50000
87,30,34000
88,27,39300
89,20,54628345196
90,20,24200
91,58,98000
92,34111786537,26800
93,31,32900
94,48,85100
95,16,23600
96,18,22500
97,43,56000
98,34,65700
99,61,099.759316
100,29,40509799117
101,50,81800
102,96.5194658380842,28900
103,29,27800
104,52,622.043181
105,62,51600
106,52,84200
107,36,61600
108,18,22600
109,56,100000.0
110,38,33400
111,34352857346,084.258382
112,59,59200
113,26,41100
114,68,56200
115,46387667,49200
116,31,25800
117,47,743.234599
118,63,56900
119,51,75000
120,51,88900
121,26,80505.98625332973
122,62002977,66100
123,53,91200
124,42,52600
125,43,60200
126,60,55500
127,17,22000
128,39,85245413854
129,47,86600
130,65,67600
131,37,59100
132,31,38300
133,41,56700
134,37,39100
135,60,25262472907
136,63,64100
137,42,60100
138,44,60900
139,43,62900
140,25,15400
141,34,41800
142,36,73600
143,13732926938,59300
144,21462787,56000
145,46,85500
146,90422398,55700
147,37,57500
148,27,39000
149,21,25100
150,32,44300
151,61,51900
152,39,31500
153,50,87700
154,40,422.675785
155,58,56000
156,61,57500
157,50,80400
158,39,42300
159,58,72400
160,34,32400
161,57,90000
162,38,57600
163,20456966303,21800
164,17,13200
165,20,18800
166,32,56100
167,22505005043,71988944244
168,68,046.492317
169,39,62900
170,20,21800
171,28,42600
172,54,519.453142
173,60,52800
174,23,19500
175,32,50000
176,61,39200
177,45,65100
178,17,27500
179,59,56000
180,40,59523318446
181,80649768,89100
182,24,19100
183,59573707,42800
184,62,56000
185,27,50000
186,59,498.117617
187,69750354,51500
188,38,842.436938
189,26,35100
190,23,23800
191,27,32900
192,46,878.117153
193,56,90600
194,42,69500
195,58,57200
196,75187439666,31200
197,60,52400
198,60,48000
199,24,24000
200,55,76400
201,21,26900
202,69259094806,65500
203,03018080608,17800
204,47,75600
205,14606247,62500
206,48,77500
207,58,55500
208,42,62900
209,37,31600
210,38,257265.724583352
211,59012238552,64300
212,65,54400
213,20,36982827894
214,25,35300
215,31786369503,61200
216,55021003075,36700
217,16,21000
218,65,60900
219,41,56000
220,25,13500
221,08643422016,64700
222,65,40700
223,43,85100
224,95940030041,56900
225,16,18900
226,69,66500
227,27,33600
228,36,41400
229,58,78500
230,45,78100
231,66609178439,20600
232,63,058.475408
233,58,51100
234,60,56400
235,66904472603,85600
236,16,8000
237,26,23000
238,32,36100
239,65,52000
240,49,92100
241,60,52700
242,48,85700
243,43,62500
244,21,17200
245,55,77700
246,35,96837140128
247,50,76500
248,09565183683,101700.0
249,67,53100
250,81595901405,81803.53297244725
251,13767218185,44500
252,24,32000
253,44,65900
254,21,20900
255,81961897062,67600
256,59000087617,28300
257,16,21600
258,48368817165,40100
259,51,91400
260,25,19600
261,32,44800
262,19,22400
263,60,47200
264,16,31400
265,33,41100
266,39,450.156569
267,61,60200
268,34,68800
269,63,70252344175
270,64,62600
271,81656717301,20800
272,23,10500
273,41,60900
274,47,537.788950
275,66,327.186549
276,50,91500
277,88532041126,59700
278,23,28900
279,23,51286610318
280,47,84000
281,63,61000
282,21,24100
283,40,56100
284,65,55400
285,52,69700
286,62,51400
287,41,09808051266
288,35,59700
289,38235206,55600
290,34,38500
291,26,41100
292,55,81800
293,40,57600
294,61,56300
295,28,64002.36630374916
296,50,94500
297,31,43100
298,34,38400
299,64,324.911998
300,36,42100
