ID,age,income
1,23,85300
2,61,41800
3,45,362560.3114037266
4,23,18100
5,55,96900
6,239.1744232172477,90900
7,53,99000
8,28,42100
9,21,30100
10,37,55000
11,9.17542334398377,88500
12,94.4252648252142,67190.08926771728
13,50,
14,19,24400
15,50,84000
16,48,
17,60,48900
18,6.74018779772763,93600
19,38,356604.27860048506
20,23,62400
21,34,38300
22,32,34100
23,66,
24,63,54500
25,35,35200
26,22,
27,65,51500
28,63,50900
29,38,59100
30,55,108000
31,23,120454.0299779744
32,48,58200
33,18,20000
34,20,17100
35,48,79700
36,39,43100
37,25,28000
38,4.91679189765807,41400
39,5.06333036502285,123977.17049848428
40,33,30500
41,32,41900
42,28,32700
43,58,51200
44,34,41800
45,30,38900
46,23,40900
47,51,99200
48,52,
49,28,39300
50,46,67600
51,52,
52,39,55000
53,23,95000
54,1.05499279489155,40300
55,62,48100
56,195.082500348723,201433.6520133462
57,33,36600
58,28,
59,56,83800
60,22,19000
61,44,73900
62,26,26500
63,28,79142.05400378145
64,48,96900
65,4.83083847534664,60000
66,20,122083.27335810078
67,22,143663.4730871562
68,23,51100
69,19,21800
70,51,78300
71,30,
72,38,68700
73,172.1296481377987,83800
74,54,91700
75,42,198268.6177017968
76,61,57800
77,25,44500
78,32,29700
79,27,40800
80,64,59000
81,35,58000
82,36,66900
83,16,10100
84,35,60900
85,26,31100
86,23,50000
87,30,34000
88,27,39300
89,20,152238.1202280627
90,20,24200
91,58,98000
92,34,26800
93,31,32900
94,48,85100
95,23,23600
96,23,
97,43,271958.42299671454
98,23,65700
99,61,
100,29,37600
101,50,313114.671710771
102,29,28900
103,29,
104,52,93800
105,23,51600
106,9.88664311729582,
107,36,61600
108,18,22600
109,56,347464.0750642281
110,38,33400
111,48,66000
112,59,59200
113,26,41100
114,68,56200
115,59,49200
116,31,25800
117,23,67900
118,63,56900
119,51,75000
120,51,88900
121,26,82351.05149224242
122,38,66100
123,53,91200
124,42,52600
125,23,303493.8174774239
126,60,
127,17,22000
128,39,61700
129,47,86600
130,3.62784096020727,67600
131,6.39984342683874,59100
132,31,
133,4.48833000332613,56700
134,37,39100
135,23,58600
136,63,247996.33207260357
137,42,60100
138,44,60900
139,2.89959998102665,62900
140,25,15400
141,34,41800
142,36,337854.4430193415
143,23,59300
144,37,56000
145,46,424678.6913414648
146,66,55700
147,37,57500
148,27,
149,21,25100
150,32,44300
151,61,51900
152,0.41214644795042,
153,50,298821.036794707
154,40,63500
155,247.8348795895596,56000
156,61,57500
157,50,80400
158,23,42300
159,58,72400
160,171.4633440774756,32400
161,57,90000
162,23,57600
163,23,21800
164,17,13200
165,20,18800
166,32,
167,3.52898461731056,55100
168,68,
169,39,247583.6945279357
170,78.7097715688104,21800
171,28,
172,54,81900
173,60,52800
174,23,19500
175,32,50000
176,23,39200
177,45,65100
178,0.77424385994357,
179,59,56000
180,40,64600
181,47,89100
182,23,19100
183,63,42800
184,62,56000
185,27,50000
186,59,169745.2111938745
187,65,51500
188,38,259249.646640204
189,26,35100
190,23,
191,27,32900
192,46,60900
193,56,90600
194,42,69500
195,58,
196,20,
197,60,52400
198,60,48000
199,24,24000
200,8.56321271942574,76400
201,21,26900
202,42,65500
203,22,17800
204,47,75600
205,46,62500
206,48,77500
207,58,55500
208,23,62900
209,37,31600
210,38,61100
211,47,64300
212,23,54400
213,20,24200
214,25,35300
215,61,61200
216,33,36700
217,23,21000
218,65,60900
219,41,56000
220,25,13500
221,43,64700
222,65,40700
223,43,85100
224,40,56900
225,23,18900
226,69,66500
227,27,33600
228,36,41400
229,23,78500
230,45,78100
231,23,20600
232,63,59000
233,271.832694852697,51100
234,60,56400
235,47,85600
236,16,8000.0
237,26,23000
238,32,36100
239,65,52000
240,49,92100
241,60,52700
242,48,85700
243,43,
244,123.262010107107,17200
245,55,
246,35,53700
247,50,76500
248,44,101700
249,67,53100
250,28,14800
251,33,44500
252,24,32000
253,44,65900
254,21,
255,7.03068712123294,67600
256,28,28300
257,16,21600
258,32,40100
259,51,91400
260,25,
261,1.13028546390746,44800
262,19,22400
263,60,47200
264,16,31400
265,33,41100
266,39,52300
267,61,60200
268,34,68800
269,63,48900
270,64,62600
271,26,20800
272,23,10500
273,41,60900
274,23,307178.6575111832
275,308.5119217291085,
276,50,91500
277,38,59700
278,23,28900
279,23,23500
280,47,84000
281,63,61000
282,21,85111.96666574357
283,40,56100
284,278.5439725541317,55400
285,23,69700
286,62,51400
287,41,64800
288,35,59700
289,23,182532.67616885653
290,34,38500
291,98.95952289564345,41100
292,55,
293,40,57600
294,61,56300
295,28,20700
296,277.8353578079958,94500
297,31,43100
298,34,38400
299,64,54100
300,36,42100
