trial_number,n_clusters,linkage,metric,combined_score,silhouette,davies_bouldin,sse,n_merge_steps,h_max,intra_dist_mean,inter_dist_mean,ratio_intra_inter,trial_duration_sec
0,5,average,cosine,0.6045314421571111,0.3283034477346623,0.7858567103573056,141.43649026283742,264,1.4290476177703955,0.542370056803302,1.8163675318346197,0.29860149297823174,0.05723834037780762
1,6,single,euclidean,0.7609241625210109,0.48498188960448085,0.28525860326929015,407.3881195253662,264,2.015916303967094,1.246889587608796,4.53595575365252,0.2748901566344599,0.03949141502380371
2,8,ward,euclidean,0.6655923368378004,0.5361677618294501,0.6802053021467093,38.84848150064168,264,21.55568396573213,0.296131368353173,1.7612258861990284,0.16813934582354892,0.04169917106628418
3,14,single,cosine,0.48502927812834035,0.02967162378074988,1.1675826461880536,113.42886103491125,264,0.06595452931451518,0.5082297930289359,1.7655547712359725,0.28785841215951796,0.04962944984436035
4,16,average,manhattan,0.6811790679700351,0.35604300105905845,0.4619800086341634,47.47966799149034,264,6.744258369734574,0.5478092973564526,2.9168855675687504,0.18780623533780538,0.048801422119140625
5,11,average,cosine,0.5323044179572038,0.24329021195875244,1.1180488290051218,93.5057393922102,264,1.4290476177703955,0.38273307109204635,1.6087552004009127,0.23790634584828615,0.047049760818481445
6,14,ward,euclidean,0.6925533079603661,0.5807151326584188,0.6023860675353248,15.29175791661371,264,21.55568396573213,0.20283643987775593,1.6513553588639056,0.12283027925447851,0.04465055465698242
7,14,average,manhattan,0.6807714709564074,0.4175489826679117,0.5203873671013869,48.807511999372274,264,6.744258369734574,0.5479620313510728,2.919077013431138,0.18771756580234933,0.05345797538757324
8,15,single,euclidean,0.7688975000911006,0.5810411301232822,0.3321104366073735,67.55438860192514,264,2.015916303967094,0.6186872225387711,3.429978744506021,0.18037640132014662,0.048879146575927734
9,5,complete,manhattan,0.7385445679382772,0.7156839497193634,0.5209961704833542,94.20786897829211,264,9.452221864470914,0.5930013827604547,3.265604849002963,0.18159006070233055,0.042760372161865234
