trial_number,n_clusters,linkage,metric,combined_score,silhouette,davies_bouldin,sse,n_merge_steps,h_max,intra_dist_mean,inter_dist_mean,ratio_intra_inter,trial_duration_sec
0,12,average,cosine,0.5359740065919968,0.3051933052277899,1.1614382822306115,59.75247057084309,299,1.4501274542535514,0.31782916702663305,1.6489785005535287,0.19274306300521898,0.053673744201660156
1,14,single,cosine,0.4955546605226666,0.04177516740544069,1.1049714136021396,65.86896212404177,299,0.11924183342184147,0.4068854255027573,2.11671700016597,0.19222476385395948,0.05241060256958008
3,7,complete,euclidean,0.7154361891423511,0.5739582632161595,0.5104307262663942,61.591199099094695,299,7.043221989966452,0.528969166416464,2.9287603696751425,0.18061196535343602,0.049668073654174805
5,11,single,cosine,0.5354293042074824,0.14091354981840182,0.9693566696704731,66.78825437707465,299,0.11924183342184147,0.4078500899723855,2.1188520738847596,0.19248634437439976,0.0517430305480957
6,11,single,euclidean,0.7809988623488912,0.5399747197255308,0.2641735201371198,230.99742264082627,299,1.519023379795967,0.9632381335464197,3.8178415910092625,0.2522991356725022,0.046776771545410156
7,12,single,euclidean,0.754522383892861,0.46737299525317705,0.2919644194823847,221.31581837690496,299,1.519023379795967,0.9407465495576173,3.6411830929285443,0.25836287974212574,0.05174875259399414
9,8,complete,manhattan,0.6929306984565633,0.5682568827807059,0.5919889852497116,55.15545173887666,299,9.95783192119162,0.46121009304891775,2.6549267489274246,0.17371857556336356,0.051085472106933594
10,5,average,euclidean,0.753044161770687,0.7378153796156827,0.48497048195877834,101.55898361039638,299,3.4119830016371933,0.5959935831708829,3.1834504424037466,0.18721622778606076,0.05724382400512695
11,10,single,euclidean,0.767598725335088,0.4640470721241608,0.24661916949204837,365.6700306572418,299,1.519023379795967,1.1625463004927523,3.9381758017336286,0.295199188411216,0.05702853202819824
12,9,single,euclidean,0.751814850126317,0.42253886983614836,0.2628761165319823,461.2571813155585,299,1.519023379795967,1.2884809237841057,4.01504621773403,0.32091309885617314,0.05450129508972168
13,10,single,euclidean,0.767598725335088,0.4640470721241608,0.24661916949204837,365.6700306572418,299,1.519023379795967,1.1625463004927523,3.9381758017336286,0.295199188411216,0.05798459053039551
14,13,single,euclidean,0.7735179529168326,0.5524570586180676,0.2967981672421014,129.70902109537212,299,1.519023379795967,0.7495046482615901,3.3584746829262713,0.22316816978602808,0.05471301078796387
15,14,single,euclidean,0.7830183242163314,0.6097710967914715,0.30787805190768963,81.61132917761259,299,1.519023379795967,0.6353420053867107,3.2403184569496184,0.19607393959191743,0.0591580867767334
16,16,single,euclidean,0.7829765186048758,0.6028693458399168,0.30326266288421777,81.22476018980498,299,1.519023379795967,0.6354056551601988,3.237766020501158,0.19624816961345812,0.060234785079956055
17,17,average,euclidean,0.7447013890714529,0.5265657497750059,0.3718092091759071,36.49296120368085,299,3.4119830016371933,0.4549604653704853,2.6382406361388986,0.17244843367895119,0.06289434432983398
18,16,complete,euclidean,0.6848848669275823,0.4656592115120897,0.5448109238826159,19.620387838737027,299,7.043221989966452,0.30520364056224786,1.9132315322660398,0.15952258543460435,0.05792951583862305
19,15,single,manhattan,0.7536499987501745,0.5173438858423467,0.33466466561591507,67.80809818715623,299,2.1001736661258077,0.5846828478210901,3.018456165081611,0.19370261346998496,0.061109066009521484
20,15,single,euclidean,0.7836704738421745,0.604013829248048,0.3019182719807069,81.37012293993212,299,1.519023379795967,0.635362934150616,3.2389727791403167,0.19616186287278922,0.05832672119140625
21,15,single,euclidean,0.7836704738421745,0.604013829248048,0.3019182719807069,81.37012293993212,299,1.519023379795967,0.635362934150616,3.2389727791403167,0.19616186287278922,0.05759382247924805
22,15,single,euclidean,0.7836704738421745,0.604013829248048,0.3019182719807069,81.37012293993212,299,1.519023379795967,0.635362934150616,3.2389727791403167,0.19616186287278922,0.05464649200439453
23,16,single,euclidean,0.7829765186048758,0.6028693458399168,0.30326266288421777,81.22476018980498,299,1.519023379795967,0.6354056551601988,3.237766020501158,0.19624816961345812,0.06039094924926758
24,15,single,euclidean,0.7836704738421745,0.604013829248048,0.3019182719807069,81.37012293993212,299,1.519023379795967,0.635362934150616,3.2389727791403167,0.19616186287278922,0.06070351600646973
25,13,single,euclidean,0.7735179529168326,0.5524570586180676,0.2967981672421014,129.70902109537212,299,1.519023379795967,0.7495046482615901,3.3584746829262713,0.22316816978602808,0.06033444404602051
