orig_index,ID,age,income,cluster
0,1,48.0,85300.0,6
1,2,46.0,41800.0,6
2,3,45.0,61500.0,6
3,4,24.0,18100.0,6
4,5,55.0,96900.0,6
5,6,46.0,90900.0,6
6,7,46.0,405630.4385315451,7
7,8,28.0,42100.0,6
8,9,21.0,30100.0,6
9,10,212.37215490679856,56900.0,0
10,11,50.0,88500.0,6
11,12,21.0,15000.0,6
12,13,50.0,81600.0,6
13,14,46.0,24400.0,6
14,15,50.0,84000.0,6
15,16,278.8648030661467,359940.032436939,8
16,17,60.0,48900.0,6
17,18,52.0,93600.0,6
18,19,38.0,64700.0,6
19,20,32.0,62400.0,6
20,21,34.0,56900.0,6
21,22,32.0,34100.0,6
22,23,66.0,263917.2336485576,5
23,24,63.0,54500.0,6
24,25,35.0,35200.0,6
25,26,22.0,56900.0,6
26,27,46.0,51500.0,6
27,28,275.9521739047904,50900.0,4
28,29,38.0,59100.0,6
29,30,291.9604414524948,108000.0,3
30,31,98.01024059663028,20200.0,6
31,32,48.0,58200.0,6
32,33,18.0,20000.0,6
33,34,61.21741879010855,17100.0,6
34,35,48.0,79700.0,6
35,36,39.0,43100.0,6
36,37,25.0,28000.0,6
37,38,32.0,56900.0,6
38,39,20.0,32000.0,6
39,40,33.0,30500.0,6
40,41,32.0,41900.0,6
41,42,28.0,32700.0,6
42,43,58.0,51200.0,6
43,44,34.0,245966.6103906468,5
44,45,156.34970245694015,38900.0,6
45,46,25.0,40900.0,6
46,47,51.0,99200.0,6
47,48,174.32427797556707,56900.0,6
48,49,28.0,39300.0,6
49,50,46.0,67600.0,6
50,51,52.0,102500.0,6
51,52,39.0,55000.0,6
52,53,50.0,95000.0,6
53,54,37.0,40300.0,6
54,55,62.0,48100.0,6
55,56,372.795495867731,45100.0,13
56,57,33.0,36600.0,6
57,58,92.12836940482308,43700.0,6
58,59,56.0,308033.7063103805,1
59,60,22.0,19000.0,6
60,61,44.0,56900.0,6
61,62,26.0,26500.0,6
62,63,28.0,21600.0,6
63,64,48.0,306909.86234712054,1
64,65,43.0,60000.0,6
65,66,20.0,56900.0,6
66,67,46.0,30900.0,6
67,68,60.0,213166.54790364235,5
68,69,19.0,21800.0,6
69,70,51.0,78300.0,6
70,71,30.0,160145.43014526283,6
71,72,38.0,56900.0,6
72,73,53.0,83800.0,6
73,74,54.0,91700.0,6
74,75,42.0,59800.0,6
75,76,61.0,57800.0,6
76,77,25.0,44500.0,6
77,78,46.0,164661.34518573096,6
78,79,27.0,237375.13596993263,5
79,80,64.0,59000.0,6
80,81,35.0,207591.5283572362,5
81,82,36.0,66900.0,6
82,83,16.0,10100.0,6
83,84,35.0,60900.0,6
84,85,26.0,31100.0,6
85,86,32.0,50000.0,6
86,87,30.0,34000.0,6
87,88,46.0,39300.0,6
88,89,46.0,26900.0,6
89,90,46.0,120414.44366285185,6
90,91,58.0,98000.0,6
91,92,34.0,26800.0,6
92,93,166.20216069241323,177409.02372585115,11
93,94,182.95673624798147,85100.0,2
94,95,16.0,23600.0,6
95,96,46.0,22500.0,6
96,97,43.0,56000.0,6
97,98,34.0,65700.0,6
98,99,61.0,233421.50802245984,5
99,100,29.0,138473.3631085596,6
100,101,50.0,81800.0,6
101,102,29.0,28900.0,6
102,103,29.0,27800.0,6
103,104,46.0,93800.0,6
104,105,208.17198488862888,51600.0,0
105,106,52.0,84200.0,6
106,107,36.0,61600.0,6
107,108,46.0,22600.0,6
108,109,175.0854562961035,100000.0,2
109,110,38.0,33400.0,6
110,111,48.0,56900.0,6
111,112,46.0,59200.0,6
112,113,122.50462508957855,41100.0,6
113,114,261.87363239371393,56200.0,4
114,115,59.0,49200.0,6
115,116,31.0,25800.0,6
116,117,47.0,223807.99267041712,5
117,118,279.8065318423712,56900.0,4
118,119,51.0,75000.0,6
119,120,51.0,88900.0,6
120,121,26.0,23800.0,6
121,122,38.0,66100.0,6
122,123,46.0,91200.0,6
123,124,42.0,52600.0,6
124,125,43.0,60200.0,6
125,126,216.6570789890054,269732.92619640863,12
126,127,94.730405399491,22000.0,6
127,128,139.47215364664527,61700.0,6
128,129,47.0,86600.0,6
129,130,65.0,67600.0,6
130,131,46.0,59100.0,6
131,132,99.84107773605514,56900.0,6
132,133,41.0,248367.39838100845,5
133,134,46.0,39100.0,6
134,135,60.0,56900.0,6
135,136,46.0,64100.0,6
136,137,42.0,60100.0,6
137,138,46.0,60900.0,6
138,139,43.0,62900.0,6
139,140,106.03026038595648,15400.0,6
140,141,34.0,41800.0,6
141,142,36.0,73600.0,6
142,143,41.0,59300.0,6
143,144,189.40468912496172,305510.9009268105,9
144,145,46.0,85500.0,6
145,146,66.0,242165.93383712583,5
146,147,37.0,57500.0,6
147,148,46.0,39000.0,6
148,149,75.4862554726918,25100.0,6
149,150,32.0,44300.0,6
150,151,291.3448246400786,56900.0,4
151,152,39.0,56900.0,6
152,153,50.0,87700.0,6
153,154,40.0,63500.0,6
154,155,213.7035285907185,56000.0,0
155,156,61.0,57500.0,6
156,157,238.51899865647707,80400.0,14
157,158,39.0,42300.0,6
158,159,58.0,72400.0,6
159,160,34.0,32400.0,6
160,161,57.0,90000.0,6
161,162,38.0,329722.17486074567,1
162,163,110.9513149998036,21800.0,6
163,164,17.0,13200.0,6
164,165,20.0,18800.0,6
165,166,161.78929313225638,56900.0,6
166,167,282.1759336573937,55100.0,4
167,168,248.7682291831226,237555.9594799289,10
168,169,39.0,220356.1119024202,5
169,170,20.0,21800.0,6
170,171,28.0,144585.9287446719,6
171,172,46.0,348982.7485078676,1
172,173,60.0,52800.0,6
173,174,23.0,19500.0,6
174,175,32.0,56900.0,6
175,176,61.0,39200.0,6
176,177,45.0,65100.0,6
177,178,46.0,27500.0,6
178,179,59.0,56000.0,6
179,180,46.0,309113.41535219166,1
180,181,47.0,89100.0,6
181,182,24.0,19100.0,6
182,183,63.0,42800.0,6
183,184,62.0,56000.0,6
184,185,88.93977824712125,50000.0,6
185,186,59.0,51500.0,6
186,187,65.0,51500.0,6
187,188,46.0,69900.0,6
188,189,26.0,35100.0,6
189,190,23.0,23800.0,6
190,191,27.0,129430.32472373795,6
191,192,46.0,60900.0,6
192,193,201.9199400820533,56900.0,0
193,194,42.0,69500.0,6
194,195,58.0,57200.0,6
195,196,20.0,56900.0,6
196,197,60.0,52400.0,6
197,198,329.024868932832,48000.0,4
198,199,24.0,24000.0,6
199,200,55.0,252913.05732410875,5
200,201,21.0,26900.0,6
201,202,42.0,65500.0,6
202,203,22.0,17800.0,6
203,204,47.0,56900.0,6
204,205,46.0,62500.0,6
205,206,48.0,77500.0,6
206,207,235.40830093092384,56900.0,0
207,208,42.0,62900.0,6
208,209,37.0,56900.0,6
209,210,38.0,61100.0,6
210,211,200.1511766020755,64300.0,0
211,212,65.0,54400.0,6
212,213,20.0,24200.0,6
213,214,119.01338256707592,35300.0,6
214,215,61.0,61200.0,6
215,216,33.0,56900.0,6
216,217,16.0,109432.80606296253,6
217,218,65.0,60900.0,6
218,219,41.0,56000.0,6
219,220,46.0,13500.0,6
220,221,43.0,56900.0,6
221,222,65.0,40700.0,6
222,223,43.0,85100.0,6
223,224,40.0,56900.0,6
