ID,age,income
1,47.0,81100.0
2,61.0,35700.0
3,45.0,53350.0
4,25.0,15500.0
5,56.0,95700.0
6,45.0,88100.0
7,209.12826643939155,459298.9353864078
8,26.0,40400.0
9,21.0,29500.0
10,36.0,49000.0
11,51.0,85100.0
12,20.0,11800.0
13,49.0,76500.0
14,18.0,22800.0
15,49.0,79500.0
16,47.0,82400.0
17,350.6985059296725,45200.0
18,52.0,480138.2319302949
19,37.0,62000.0
20,29.0,58900.0
21,34.0,35500.0
22,32.0,29800.0
23,67.0,47200.0
24,240.498007096603,52700.0
25,35.0,53350.0
26,21.0,17600.0
27,65.0,48700.0
28,259.7547354592763,47900.0
29,36.0,54400.0
30,43.0,105000.0
31,24.0,80141.30249657208
32,43.0,53200.0
33,17.0,65755.33057113423
34,19.0,14300.0
35,43.0,74100.0
36,43.0,149904.28880373223
37,26.0,27000.0
38,43.0,39600.0
39,43.0,33200.0
40,43.0,25000.0
41,31.0,40200.0
42,43.0,27900.0
43,56.0,224620.65903748083
44,34.0,40000.0
45,28.0,36200.0
46,131.56918281797672,38900.0
47,52.0,98400.0
48,53.0,76200.0
49,26.0,36700.0
50,44.0,59000.0
51,53.0,102600.0
52,38.0,49000.0
53,50.0,93200.0
54,38.0,38100.0
55,61.0,44200.0
56,63.0,40200.0
57,32.0,53350.0
58,27.0,42600.0
59,57.0,79300.0
60,43.0,16500.0
61,42.0,66800.0
62,27.0,84141.69686575356
63,30.0,19500.0
64,48.0,95700.0
65,43.0,55700.0
66,19.0,20700.0
67,22.0,126964.39970981104
68,59.0,48100.0
69,18.0,19800.0
70,51.0,72400.0
71,29.0,29300.0
72,43.0,67200.0
73,54.0,79200.0
74,55.0,53350.0
75,41.0,55400.0
76,180.88195382524447,57100.0
77,22.0,43700.0
78,31.0,24000.0
79,25.0,38800.0
80,64.0,58600.0
81,33.0,52900.0
82,34.0,53350.0
83,16.0,8000.0
84,33.0,56800.0
85,24.0,144912.95940774906
86,43.0,53350.0
87,29.0,29700.0
88,25.0,36700.0
89,19.0,25800.0
90,43.0,102988.92628598573
91,60.0,97000.0
92,34.0,20100.0
93,30.0,28200.0
94,48.0,80900.0
95,93.8990859827208,21800.0
96,17.0,20600.0
97,218.5337931765174,50400.0
98,32.0,63300.0
99,61.0,58600.0
100,27.0,34400.0
101,51.0,76700.0
102,121.70471380500788,22900.0
103,30.0,26800.0
104,52.0,91700.0
105,61.0,48700.0
106,53.0,79800.0
107,34.0,57800.0
108,17.0,20600.0
109,58.0,99600.0
110,39.0,28800.0
111,49.0,63600.0
112,57.0,59000.0
113,89.0009541641144,39100.0
114,70.0,55000.0
115,57.0,45600.0
116,30.0,18800.0
117,47.0,66300.0
118,63.0,55800.0
119,51.0,68200.0
120,52.0,85700.0
121,27.0,22100.0
122,36.0,195458.6261494428
123,53.0,418409.2192584586
124,42.0,45700.0
125,43.0,56000.0
126,60.0,54000.0
127,16.0,53350.0
128,37.0,57900.0
129,46.0,82700.0
130,65.0,70000.0
131,35.0,54500.0
132,30.0,132509.66126768274
133,147.67433198260545,51300.0
134,37.0,36500.0
135,59.0,58200.0
136,63.0,65400.0
137,41.0,55800.0
138,43.0,53350.0
139,43.0,59600.0
140,25.0,12300.0
141,34.0,40100.0
142,128.990637116936,73700.0
143,41.0,54700.0
144,43.0,50400.0
145,46.0,81400.0
146,43.0,54300.0
147,36.0,52300.0
148,25.0,36400.0
149,21.0,23600.0
150,31.0,43400.0
151,60.0,49200.0
152,39.0,26400.0
153,50.0,84100.0
154,43.0,230141.48207737567
155,56.0,54700.0
156,60.0,56600.0
157,43.0,75000.0
158,40.0,40700.0
159,60.0,53350.0
160,34.0,53350.0
161,253.95756240565973,53350.0
162,43.0,52500.0
163,23.0,19700.0
164,16.0,9800.0
165,19.0,16300.0
166,43.0,50500.0
167,60.0,53500.0
168,43.0,54700.0
169,214.30879489266152,59500.0
170,20.0,19800.0
171,26.0,53350.0
172,55.0,76900.0
173,59.0,243649.3205653697
174,23.0,53350.0
175,43.0,52000.0
176,43.0,32200.0
177,45.0,62500.0
178,16.0,26400.0
179,58.0,54700.0
180,39.0,61800.0
181,46.0,357513.0466132004
182,24.0,16600.0
183,63.0,37000.0
184,62.0,54600.0
185,86.62561182870819,221648.8195870433
186,43.0,53350.0
187,270.264499601758,48700.0
188,37.0,68800.0
189,24.0,31100.0
190,23.0,22100.0
191,25.0,28100.0
192,46.0,56900.0
193,203.89926801031808,87800.0
194,214.33761177415448,242590.65644657053
195,57.0,56200.0
196,20.0,30800.0
197,60.0,53350.0
198,283.88523580085314,43900.0
199,24.0,89428.7568648778
200,286.02534374858453,417580.438709229
201,21.0,25700.0
202,42.0,63000.0
203,22.0,15100.0
204,46.0,69000.0
205,47.0,59000.0
206,47.0,71400.0
207,56.0,54000.0
208,43.0,59600.0
209,43.0,26400.0
210,37.0,57200.0
211,48.0,61400.0
212,66.0,52600.0
213,20.0,22500.0
214,22.0,31400.0
215,60.0,53350.0
216,33.0,33200.0
217,16.0,85477.25428366402
218,66.0,61200.0
219,135.5010646942533,50400.0
220,26.0,10100.0
221,43.0,61900.0
222,66.0,53350.0
223,41.0,280274.806178706
224,43.0,51600.0
225,16.0,53350.0
226,71.0,68600.0
227,84.85008218631367,29200.0
228,37.0,53350.0
229,59.0,53350.0
230,43.0,72100.0
231,23.0,53350.0
232,62.0,58700.0
233,56.0,48200.0
234,59.0,55200.0
235,46.0,81400.0
236,16.0,8000.0
237,27.0,21200.0
238,31.0,126594.2362269054
239,65.0,53350.0
240,49.0,89600.0
241,193.4855069999308,50200.0
242,194.21622020397683,81700.0
243,42.0,58900.0
244,20.0,14400.0
245,57.0,53350.0
246,33.0,47300.0
247,43.0,364839.18784320186
248,43.0,101600.0
249,69.0,50800.0
250,43.0,11600.0
251,32.0,43700.0
252,25.0,35000.0
253,44.0,298358.9346058002
254,21.0,53350.0
255,44.0,65800.0
256,26.0,22100.0
257,16.0,19500.0
258,100.18117255110994,37900.0
259,51.0,88700.0
260,26.0,75540.91493786681
261,32.0,44100.0
262,19.0,20400.0
263,213.8518933655661,53350.0
264,16.0,31000.0
265,33.0,39100.0
266,38.0,45400.0
267,60.0,60300.0
268,31.0,393901.534704946
269,63.0,45200.0
270,64.0,63500.0
271,27.0,18700.0
272,24.0,8000.0
273,41.0,193394.92650155065
274,46.0,64400.0
275,67.0,48400.0
276,50.0,88900.0
277,36.0,55300.0
