ID,age,income
1,47.0,81100.0
2,61.0,35700.0
3,45.0,57600.0
4,25.0,15500.0
5,56.0,95700.0
6,45.0,88100.0
7,269.536973079435,98300.0
8,145.33877591343625,40400.0
9,21.0,29500.0
10,36.0,49000.0
11,51.0,85100.0
12,75.54242272332078,11800.0
13,49.0,240448.7299965214
14,87.77497047678426,119124.14027515208
15,237.4236770027404,465314.6316310225
16,210.2336975456869,82400.0
17,228.95132385697403,45200.0
18,52.0,370558.5006667808
19,37.0,62000.0
20,29.0,329993.24110648496
21,34.0,35500.0
22,32.0,29800.0
23,67.0,47200.0
24,338.909445373564,52700.0
25,35.0,31200.0
26,21.0,17600.0
27,65.0,176063.44752231814
28,63.0,47900.0
29,36.0,317413.7572568215
30,56.0,105000.0
31,24.0,17900.0
32,49.0,53200.0
33,17.0,17700.0
34,19.0,14300.0
35,222.6915088141353,74100.0
36,222.703533375375,41800.0
37,26.0,27000.0
38,31.0,39600.0
39,63.77195593474339,33200.0
40,143.22018212807194,25000.0
41,31.0,40200.0
42,26.0,27900.0
43,56.0,170758.25850403972
44,34.0,40000.0
45,28.0,127197.65027602158
46,80.95633576832472,38900.0
47,52.0,98400.0
48,53.0,76200.0
49,144.50220826503673,36700.0
50,166.7449361468084,308130.535862391
51,285.99631431540126,102600.0
52,206.61146695099808,49000.0
53,193.9819441656026,93200.0
54,38.0,38100.0
55,61.0,44200.0
56,63.0,40200.0
57,129.94483916137256,33100.0
58,27.0,165572.29505866728
59,57.0,79300.0
60,23.0,16500.0
61,251.23894486463,66800.0
62,27.0,103559.7506234177
63,30.0,19500.0
64,48.0,507430.2813643826
65,43.0,55700.0
66,19.0,20700.0
67,22.0,30300.0
68,59.0,48100.0
69,18.0,19800.0
70,51.0,72400.0
71,29.0,91455.07332902357
72,115.50869706413758,67200.0
73,54.0,79200.0
74,55.0,89200.0
75,41.0,55400.0
76,60.0,57100.0
77,22.0,43700.0
78,31.0,24000.0
79,117.6441934125703,219485.0474096397
80,64.0,58600.0
81,172.3958929390516,52900.0
82,179.41812117637895,64800.0
83,50.45470011721884,8000.0
84,33.0,56800.0
85,24.0,25900.0
86,31.0,52000.0
87,29.0,29700.0
88,25.0,36700.0
89,19.0,25800.0
90,20.0,22500.0
91,60.0,97000.0
92,34.0,20100.0
93,30.0,28200.0
94,48.0,80900.0
95,16.0,21800.0
96,17.0,20600.0
97,42.0,50400.0
98,32.0,63300.0
99,61.0,58600.0
100,27.0,34400.0
101,51.0,76700.0
102,27.0,22900.0
103,30.0,26800.0
104,52.0,91700.0
105,61.0,48700.0
106,53.0,351456.7258338093
107,182.67000299589495,57800.0
108,17.0,20600.0
109,58.0,99600.0
110,39.0,28800.0
111,49.0,63600.0
112,57.0,59000.0
113,24.0,39100.0
114,70.0,55000.0
115,57.0,45600.0
116,30.0,18800.0
117,47.0,66300.0
118,206.17342522469,55800.0
119,51.0,68200.0
120,52.0,85700.0
121,27.0,22100.0
122,188.96955364324083,63900.0
123,53.0,291958.10344735347
124,42.0,45700.0
125,43.0,56000.0
126,60.0,54000.0
127,16.0,20000.0
128,37.0,57900.0
129,46.0,82700.0
130,65.0,70000.0
131,135.53209298180832,240856.71022028688
132,30.0,35400.0
133,40.0,51300.0
134,37.0,36500.0
135,59.0,58200.0
136,63.0,65400.0
137,41.0,55800.0
138,43.0,56900.0
139,43.0,59600.0
140,25.0,12300.0
141,197.72938137162703,231842.32778787077
142,34.0,397474.0609182225
143,124.5130572661439,54700.0
144,35.0,50400.0
145,216.50965181796357,81400.0
146,67.0,176688.70462236484
147,36.0,52300.0
148,25.0,36400.0
149,21.0,23600.0
150,31.0,43400.0
151,209.6132874580441,152639.02148030876
152,39.0,26400.0
153,50.0,84100.0
154,39.0,60300.0
155,56.0,54700.0
156,60.0,56600.0
157,50.0,75000.0
158,40.0,40700.0
159,60.0,65000.0
160,105.2290307359546,27500.0
161,59.0,87000.0
162,37.0,52500.0
163,23.0,19700.0
164,16.0,9800.0
165,19.0,70639.94352279996
166,29.0,50500.0
167,60.0,53500.0
168,69.0,54700.0
169,38.0,180840.7533115892
170,76.40145323879057,19800.0
171,26.0,41100.0
172,55.0,76900.0
173,59.0,50400.0
174,23.0,17100.0
175,31.0,52000.0
176,60.0,32200.0
177,45.0,62500.0
178,16.0,26400.0
179,58.0,54700.0
180,39.0,247880.40890030505
181,46.0,85800.0
182,24.0,16600.0
183,63.0,37000.0
184,62.0,54600.0
185,127.76513824354149,52000.0
186,57.0,48600.0
187,340.658057003486,48700.0
188,37.0,68800.0
189,121.02865413321516,31100.0
190,23.0,89438.00702750385
191,25.0,28100.0
192,46.0,56900.0
193,58.0,87800.0
194,40.0,61300.0
195,181.5704750558356,324855.4575118796
196,20.0,30800.0
197,60.0,49800.0
198,60.0,43900.0
199,24.0,22300.0
200,301.5124783567496,70000.0
201,21.0,25700.0
202,42.0,63000.0
203,22.0,15100.0
204,46.0,69000.0
205,47.0,266492.3579022557
206,47.0,71400.0
207,56.0,206244.06676776736
208,41.0,59600.0
209,208.96693633941555,26400.0
210,37.0,57200.0
211,48.0,61400.0
212,66.0,299704.7745196683
213,20.0,22500.0
214,22.0,31400.0
215,60.0,61600.0
216,105.7448048218548,33200.0
217,16.0,18900.0
218,66.0,320170.99340082257
219,40.0,50400.0
220,26.0,10100.0
221,170.71541234611823,61900.0
222,66.0,34300.0
223,41.0,80900.0
224,39.0,214996.28901587252
225,59.5462719058951,16400.0
226,71.0,269564.8353235761
227,26.0,29200.0
228,37.0,198065.59935707253
229,59.0,72600.0
230,43.0,72100.0
231,23.0,18400.0
232,62.0,58700.0
233,56.0,48200.0
234,59.0,55200.0
235,46.0,81400.0
236,16.0,28939.47621541436
237,27.0,97429.052256946
238,31.0,32500.0
239,65.0,49400.0
240,49.0,89600.0
241,59.0,50200.0
242,47.0,81700.0
243,42.0,58900.0
244,20.0,14400.0
245,246.3635636965796,71600.0
246,33.0,47300.0
247,50.0,70200.0
248,224.914763757883,101600.0
249,355.2912126025894,50800.0
250,30.0,11600.0
251,32.0,43700.0
252,25.0,35000.0
253,246.657527712044,63500.0
254,21.0,18700.0
255,44.0,65800.0
256,26.0,22100.0
257,16.0,19500.0
258,31.0,37900.0
259,51.0,88700.0
260,26.0,17300.0
261,32.0,44100.0
262,19.0,20400.0
263,318.880844007834,43000.0
264,16.0,31000.0
265,33.0,39100.0
266,38.0,45400.0
267,60.0,60300.0
268,31.0,67400.0
