orig_index,ID,age,income,cluster
0,1,23.0,85300.0,2
1,2,61.0,41800.0,2
2,3,45.0,362560.3114037266,0
3,4,23.0,18100.0,2
4,5,55.0,96900.0,2
5,6,239.1744232172477,90900.0,1
6,7,53.0,99000.0,2
7,8,28.0,42100.0,2
8,9,21.0,30100.0,2
9,10,37.0,55000.0,2
10,11,9.17542334398377,88500.0,2
11,12,94.4252648252142,67190.08926771728,2
13,14,19.0,24400.0,2
14,15,50.0,84000.0,2
16,17,60.0,48900.0,2
17,18,6.74018779772763,93600.0,2
18,19,38.0,356604.27860048506,0
19,20,23.0,62400.0,2
20,21,34.0,38300.0,2
21,22,32.0,34100.0,2
23,24,63.0,54500.0,2
24,25,35.0,35200.0,2
26,27,65.0,51500.0,2
27,28,63.0,50900.0,2
28,29,38.0,59100.0,2
29,30,55.0,108000.0,2
30,31,23.0,120454.0299779744,2
31,32,48.0,58200.0,2
32,33,18.0,20000.0,2
33,34,20.0,17100.0,2
34,35,48.0,79700.0,2
35,36,39.0,43100.0,2
36,37,25.0,28000.0,2
37,38,4.91679189765807,41400.0,2
38,39,5.06333036502285,123977.17049848428,2
39,40,33.0,30500.0,2
40,41,32.0,41900.0,2
41,42,28.0,32700.0,2
42,43,58.0,51200.0,2
43,44,34.0,41800.0,2
44,45,30.0,38900.0,2
45,46,23.0,40900.0,2
46,47,51.0,99200.0,2
48,49,28.0,39300.0,2
49,50,46.0,67600.0,2
51,52,39.0,55000.0,2
52,53,23.0,95000.0,2
53,54,1.05499279489155,40300.0,2
54,55,62.0,48100.0,2
55,56,195.082500348723,201433.6520133462,3
56,57,33.0,36600.0,2
58,59,56.0,83800.0,2
59,60,22.0,19000.0,2
60,61,44.0,73900.0,2
61,62,26.0,26500.0,2
62,63,28.0,79142.05400378145,2
63,64,48.0,96900.0,2
64,65,4.83083847534664,60000.0,2
65,66,20.0,122083.27335810078,2
66,67,22.0,143663.4730871562,2
67,68,23.0,51100.0,2
68,69,19.0,21800.0,2
69,70,51.0,78300.0,2
71,72,38.0,68700.0,2
72,73,172.1296481377987,83800.0,4
73,74,54.0,91700.0,2
74,75,42.0,198268.6177017968,2
75,76,61.0,57800.0,2
76,77,25.0,44500.0,2
77,78,32.0,29700.0,2
78,79,27.0,40800.0,2
79,80,64.0,59000.0,2
80,81,35.0,58000.0,2
81,82,36.0,66900.0,2
82,83,16.0,10100.0,2
83,84,35.0,60900.0,2
84,85,26.0,31100.0,2
85,86,23.0,50000.0,2
86,87,30.0,34000.0,2
87,88,27.0,39300.0,2
88,89,20.0,152238.1202280627,2
89,90,20.0,24200.0,2
90,91,58.0,98000.0,2
91,92,34.0,26800.0,2
92,93,31.0,32900.0,2
93,94,48.0,85100.0,2
94,95,23.0,23600.0,2
96,97,43.0,271958.42299671454,0
97,98,23.0,65700.0,2
99,100,29.0,37600.0,2
100,101,50.0,313114.671710771,0
101,102,29.0,28900.0,2
103,104,52.0,93800.0,2
104,105,23.0,51600.0,2
106,107,36.0,61600.0,2
107,108,18.0,22600.0,2
108,109,56.0,347464.0750642281,0
109,110,38.0,33400.0,2
110,111,48.0,66000.0,2
111,112,59.0,59200.0,2
112,113,26.0,41100.0,2
113,114,68.0,56200.0,2
114,115,59.0,49200.0,2
115,116,31.0,25800.0,2
116,117,23.0,67900.0,2
117,118,63.0,56900.0,2
118,119,51.0,75000.0,2
119,120,51.0,88900.0,2
120,121,26.0,82351.05149224242,2
121,122,38.0,66100.0,2
122,123,53.0,91200.0,2
123,124,42.0,52600.0,2
124,125,23.0,303493.8174774239,0
126,127,17.0,22000.0,2
127,128,39.0,61700.0,2
128,129,47.0,86600.0,2
129,130,3.62784096020727,67600.0,2
130,131,6.39984342683874,59100.0,2
132,133,4.48833000332613,56700.0,2
133,134,37.0,39100.0,2
134,135,23.0,58600.0,2
135,136,63.0,247996.3320726036,0
136,137,42.0,60100.0,2
137,138,44.0,60900.0,2
138,139,2.89959998102665,62900.0,2
139,140,25.0,15400.0,2
140,141,34.0,41800.0,2
141,142,36.0,337854.4430193415,0
142,143,23.0,59300.0,2
143,144,37.0,56000.0,2
144,145,46.0,424678.6913414648,0
145,146,66.0,55700.0,2
146,147,37.0,57500.0,2
148,149,21.0,25100.0,2
149,150,32.0,44300.0,2
150,151,61.0,51900.0,2
152,153,50.0,298821.036794707,0
153,154,40.0,63500.0,2
154,155,247.8348795895596,56000.0,1
155,156,61.0,57500.0,2
156,157,50.0,80400.0,2
157,158,23.0,42300.0,2
158,159,58.0,72400.0,2
159,160,171.4633440774756,32400.0,4
160,161,57.0,90000.0,2
161,162,23.0,57600.0,2
162,163,23.0,21800.0,2
163,164,17.0,13200.0,2
164,165,20.0,18800.0,2
166,167,3.52898461731056,55100.0,2
168,169,39.0,247583.6945279357,0
169,170,78.7097715688104,21800.0,2
171,172,54.0,81900.0,2
172,173,60.0,52800.0,2
173,174,23.0,19500.0,2
174,175,32.0,50000.0,2
175,176,23.0,39200.0,2
176,177,45.0,65100.0,2
