ID,age,income,saving
1,,95500.0,60900.0
2,64.0,53800.0,
3,32.0,49100.0,26300.0
4,25.0,,2000.0
5,52.0,70900.0,59800.0
6,48.0,55000.0,39600.0
7,,83100.0,41700.0
8,33.0,30000.0,11100.0
9,21.0,29500.0,7400.0
10,111.71417051839796,55000.0,129057.4876462885
11,45.0,81800.0,56800.0
12,20.0,11800.0,5900.0
13,43.0,69100.0,66100.0
14,18.0,22800.0,3800.0
15,53.0,90700.0,54600.0
16,48.0,98700.0,67600.0
17,70.0,49700.0,81100.0
18,,97300.0,68900.0
19,44.0,52900.0,28300.0
20,42.0,55200.0,15400.0
21,30.0,38600.0,13300.0
22,27.0,41800.0,11400.0
23,,,64700.0
24,349.181491040874,55400.0,63800.0
25,28.0,211550.3542247497,10100.0
26,,17600.0,5300.0
27,320.223951744562,63300.0,64700.0
28,,53900.0,76500.0
29,,202194.39607859965,21200.0
30,48.0,84000.0,50600.0
31,24.0,,
32,37.0,56100.0,22700.0
33,17.0,17700.0,
34,19.0,57292.228325489996,3500.0
35,40.0,237524.65613393887,51300.0
36,34.0,,8700.0
37,,27000.0,1900.0
38,33.0,46500.0,12000.0
39,20.0,33200.0,4600.0
40,24.0,43300.0,68292.25301783126
41,33.0,35100.0,9300.0
42,26.0,,74321.28855609162
43,63.0,64600.0,75800.0
44,151.69038306248677,86175.11062038512,
45,31.0,29300.0,10800.0
46,143.52940622704762,41900.0,14400.0
47,,,54500.0
48,46.0,89000.0,75400.0
49,31.0,105815.19585432045,17900.0
50,48.0,93300.0,165266.8837004265
51,54.0,89600.0,48100.0
52,35.0,46600.0,23400.0
53,215.43979852705542,80600.0,324753.04702950554
54,32.0,137917.17010185358,
55,62.0,44000.0,395961.2665292377
56,60.0,52700.0,
57,29.0,30200.0,10700.0
58,35.0,139980.32929526796,45402.43322526509
59,56.0,84800.0,50900.0
60,79.48941042133845,16500.0,26318.813312102182
61,52.0,79300.0,269986.4070984709
62,127.27998930926924,,8000.0
63,30.0,19500.0,1000.0
64,46.0,,56300.0
65,45.0,67900.0,19500.0
66,19.0,20700.0,3500.0
67,,30300.0,0.0
68,64.0,51700.0,61700.0
69,18.0,19800.0,3000.0
70,53.0,74300.0,51900.0
71,,37200.0,9100.0
72,168.71586221193013,49300.0,23500.0
73,50.0,399119.21484336123,57500.0
74,51.0,70700.0,50500.0
75,35.0,42900.0,34200.0
76,71.0,70000.0,65100.0
77,35.0,18000.0,
78,23.0,33000.0,8000.0
79,32.0,31200.0,17100.0
80,60.0,48600.0,75900.0
81,39.0,58700.0,32000.0
82,45.0,,24000.0
83,60.201442574763206,8000.0,500.0
84,42.0,62200.0,22700.0
85,24.0,41200.0,11500.0
86,40.0,37900.0,11900.0
87,27.0,41500.0,13300.0
88,31.0,52000.0,
89,19.0,25800.0,6100.0
90,20.0,22500.0,0.0
91,52.0,105000.0,38100.0
92,,40300.0,13000.0
93,26.0,49100.0,14200.0
94,51.0,79500.0,36300.0
95,16.0,75920.85074620308,22590.012174272975
96,17.0,20600.0,7932.9001185456345
97,39.0,66000.0,24000.0
98,,49500.0,117094.540913489
99,59.0,60300.0,69700.0
100,30.0,,9600.0
101,54.0,79700.0,
102,22.0,127317.04550058134,11200.0
103,30.0,,3700.0
104,276.7526416697653,,48500.0
105,60.0,49500.0,66100.0
106,51.0,79300.0,62300.0
107,35.0,60100.0,34500.0
108,17.0,108673.56811684833,4600.0
109,44.0,72800.0,48400.0
110,26.0,36600.0,8700.0
111,,54800.0,28500.0
112,61.0,52800.0,85500.0
113,33.0,48100.0,16600.0
114,61.0,51400.0,
115,62.0,60600.0,328398.07773901586
116,22.0,42200.0,11900.0
117,41.0,,23900.0
118,66.0,248332.24442312398,80700.0
119,48.0,89300.0,76000.0
120,210.75566446878852,386930.9927217452,52100.0
121,27.0,,4700.0
122,31.0,44900.0,27500.0
123,40.0,86100.0,46400.0
124,221.53780731160617,63100.0,28300.0
125,35.0,56600.0,18300.0
126,56.0,41800.0,81900.0
127,16.0,20000.0,600.0
128,,,18000.0
129,48.0,83300.0,45700.0
130,63.0,290655.3481434844,80400.0
131,220.02539773477082,46000.0,26700.0
132,30.0,30300.0,64047.21365659783
133,40.0,52800.0,29800.0
134,31.0,37500.0,10800.0
135,64.0,59100.0,389393.46642657137
136,58.0,48500.0,62000.0
137,37.0,50700.0,
138,47.0,211679.50659157007,22000.0
139,45.0,,195202.11001088656
140,,12300.0,5800.0
141,33.0,29500.0,25836.77246501621
142,36.0,56300.0,31900.0
143,219.17413158025337,59500.0,136214.44074643115
144,42.0,73500.0,27100.0
145,201.59095890776362,374247.43864729686,219436.03568238503
146,56.0,59500.0,72000.0
147,39.0,62500.0,
148,31.0,22800.0,17200.0
149,21.0,23600.0,3600.0
150,35.0,26800.0,
151,57.0,44800.0,90100.0
152,,39700.0,
153,60.0,67000.0,38100.0
154,38.0,,28700.0
155,,47900.0,95000.0
156,372.9847831317104,58700.0,72900.0
157,53.0,79400.0,46500.0
158,34.0,32300.0,12500.0
159,52.0,,66200.0
160,25.0,25000.0,7100.0
161,49.0,77700.0,
162,45.0,47400.0,33300.0
163,101.29382608087855,19700.0,900.0
164,,9800.0,1600.0
165,19.0,16300.0,4000.0
166,29.0,40500.0,
167,68.0,48400.0,76800.0
168,67.0,43400.0,84200.0
169,136.1685771330474,54800.0,32500.0
170,101.49584987378398,,1400.0
171,34.0,38700.0,51729.181771734664
172,41.0,82600.0,63500.0
173,64.0,55700.0,94600.0
174,137.07157550595,17100.0,
175,40.0,36000.0,14500.0
176,64.0,56500.0,71700.0
177,43.0,70000.0,20700.0
178,16.0,26400.0,500.0
179,67.0,45900.0,81700.0
180,,56700.0,41400.0
181,51.0,74100.0,63700.0
182,24.0,16600.0,
183,61.0,,
184,59.0,63600.0,56200.0
185,40.0,214265.87314086143,27643.470480498698
186,67.0,52200.0,76300.0
187,,60400.0,64300.0
188,33.0,38600.0,16400.0
189,149.6628685805503,35600.0,13700.0
190,23.0,22100.0,34884.79441190625
191,26.0,34100.0,9800.0
192,35.0,56500.0,29900.0
193,49.0,82100.0,56400.0
194,54.0,100800.0,48700.0
195,58.0,55000.0,58800.0
196,117.87048359263903,,3100.0
197,60.0,64400.0,68300.0
198,60.0,48200.0,73300.0
199,24.0,22300.0,2313.6041400585086
200,56.0,69000.0,52800.0
201,21.0,25700.0,4200.0
202,38.0,55000.0,16800.0
203,22.0,15100.0,1600.0
204,,,40300.0
205,39.0,51400.0,116701.67691268613
206,48.0,92900.0,60300.0
207,60.0,63600.0,88500.0
208,49.0,43400.0,
209,25.0,,15000.0
210,35.0,57600.0,31800.0
211,39.0,329660.7199364482,39800.0
212,316.0011325777063,41200.0,78200.0
213,20.0,,3200.0
214,28.0,24900.0,11100.0
215,65.0,48500.0,63900.0
216,29.0,25400.0,11900.0
217,16.0,18900.0,4900.0
218,66.0,60500.0,81900.0
219,30.0,56100.0,31500.0
220,107.79162618258583,10100.0,1100.0
221,41.0,64800.0,
222,375.96012749325774,40100.0,87900.0
223,51.0,90200.0,
224,48.0,61000.0,21600.0
225,16.0,16400.0,3400.0
226,58.0,47900.0,
227,26.0,189116.00081144666,13200.0
228,33.0,34500.0,14400.0
229,45.0,475645.30063943076,50500.0
230,52.0,479870.96761593345,42000.0
231,,18400.0,18808.10542432186
232,64.0,53400.0,69500.0
233,61.0,44700.0,75100.0
234,70.0,52200.0,64500.0
235,,84200.0,70300.0
236,16.0,8000.0,1200.0
237,27.0,21200.0,6800.0
238,28.0,27100.0,15900.0
239,63.0,161040.92643469412,88000.0
240,46.0,81500.0,76100.0
241,67.0,,62700.0
242,60.0,454301.9419446788,41500.0
243,36.0,57300.0,31800.0
244,20.0,14400.0,7114.08198378766
245,54.0,82700.0,40000.0
246,127.16379360302602,62400.0,24600.0
247,50.0,88500.0,70000.0
248,52.0,390404.9605446052,48700.0
249,59.0,53700.0,
250,,11600.0,200.0
251,,19400.0,12900.0
252,25.0,35000.0,3700.0
253,44.0,62700.0,22000.0
254,21.0,18700.0,1200.0
255,41.0,40700.0,38400.0
256,22.0,25100.0,
257,16.0,19500.0,1500.0
258,32.0,27600.0,
259,48.0,76900.0,63600.0
260,26.0,17300.0,3600.0
261,36.0,23500.0,
262,19.0,,2800.0
263,56.0,41300.0,76700.0
264,16.0,,3900.0
265,33.0,140527.63334995002,14500.0
266,34.0,61900.0,
267,321.2964203316585,51700.0,83800.0
268,266.0951057862439,69000.0,123486.320404488
269,70.0,265610.576410638,66400.0
270,66.0,,73800.0
271,27.0,18700.0,13356.214716786064
272,24.0,8000.0,1200.0
273,41.0,70200.0,23400.0
274,47.0,97000.0,239753.63597617432
275,63.0,59900.0,82100.0
276,49.0,69600.0,73000.0
277,42.0,52400.0,21700.0
278,24.0,,2500.0
279,85.21853764392787,21800.0,2500.0
280,47.0,82600.0,
281,65.0,54200.0,63600.0
282,21.0,22500.0,23131.787613732617
283,31.0,72700.0,
284,65.0,54100.0,64800.0
285,49.0,81400.0,30100.0
286,67.0,57500.0,74700.0
287,36.0,48500.0,22200.0
288,39.0,47500.0,27900.0
289,41.0,64600.0,27600.0
290,30.0,31900.0,9700.0
291,33.0,23600.0,15200.0
292,54.0,71900.0,
293,47.0,71000.0,21300.0
294,65.0,50300.0,61800.0
295,161.69506784408142,86404.7533688117,3500.0
296,,,30000.0
297,184.93550536968192,42300.0,16400.0
298,30.0,33800.0,
299,59.0,50500.0,68200.0
300,33.0,,13000.0
