ID,age,income,saving
1,48.0,499298.35101020586,60900.0
2,64.0,53800.0,72900.0
3,32.0,49100.0,26300.0
4,25.0,15500.0,2000.0
5,52.0,70900.0,59800.0
6,48.0,55000.0,171495.1817276134
7,48.0,83100.0,41700.0
8,33.0,30000.0,11100.0
9,21.0,29500.0,7400.0
10,35.0,55000.0,28300.0
11,45.0,315732.0369780228,289852.37238820497
12,20.0,11800.0,19229.67749304745
13,43.0,69100.0,66100.0
14,18.0,22800.0,22103.510234316283
15,53.0,90700.0,54600.0
16,48.0,98700.0,295045.10160332895
17,70.0,49700.0,81100.0
18,58.0,97300.0,68900.0
19,237.1971569372087,52900.0,28300.0
20,42.0,55200.0,15400.0
21,30.0,38600.0,13300.0
22,27.0,41800.0,11400.0
23,60.0,175077.1807274915,64700.0
24,64.0,55400.0,363836.43740754516
25,109.19033281999711,52000.0,10100.0
26,21.0,17600.0,5300.0
27,63.0,63300.0,64700.0
28,57.0,53900.0,76500.0
29,46.0,48700.0,21200.0
30,48.0,84000.0,50600.0
31,24.0,17900.0,2400.0
32,37.0,56100.0,22700.0
33,17.0,17700.0,3500.0
34,101.76607973315967,14300.0,3500.0
35,40.0,345247.9954798937,51300.0
36,34.0,40000.0,8700.0
37,26.0,27000.0,1900.0
38,33.0,46500.0,12000.0
39,108.62043535915946,33200.0,4600.0
40,24.0,43300.0,15300.0
41,33.0,35100.0,9300.0
42,26.0,45100.0,14700.0
43,63.0,244730.99522353095,75800.0
44,33.0,28700.0,37012.88063289097
45,31.0,29300.0,54927.234745146
46,170.43981372902232,41900.0,14400.0
47,55.0,425484.2442623573,54500.0
48,46.0,89000.0,75400.0
49,31.0,31100.0,17900.0
50,48.0,93300.0,53800.0
51,317.427703980297,89600.0,218902.32812953496
52,35.0,46600.0,23400.0
53,52.0,80600.0,54300.0
54,32.0,31100.0,12100.0
55,62.0,44000.0,71500.0
56,60.0,52700.0,69800.0
57,29.0,30200.0,10700.0
58,155.3509904516567,44300.0,12300.0
59,56.0,331267.37099306984,50900.0
60,23.0,16500.0,15156.869623257116
61,217.23293707802037,79300.0,48500.0
62,27.0,84021.92108002174,8000.0
63,30.0,19500.0,1000.0
64,46.0,465211.96763229126,56300.0
65,45.0,67900.0,19500.0
66,19.0,20700.0,3500.0
67,22.0,30300.0,0.0
68,237.5864834851526,51700.0,61700.0
69,18.0,19800.0,12388.358957286135
70,53.0,74300.0,51900.0
71,26.0,37200.0,9100.0
72,40.0,49300.0,23500.0
73,50.0,100500.0,57500.0
74,51.0,70700.0,50500.0
75,178.6973272974771,42900.0,34200.0
76,71.0,70000.0,65100.0
77,35.0,18000.0,8700.0
78,23.0,172620.47557427417,8000.0
79,32.0,31200.0,17100.0
80,209.5645283960972,48600.0,75900.0
81,39.0,58700.0,32000.0
82,45.0,52800.0,24000.0
83,16.0,8000.0,500.0
84,42.0,242548.19903180914,22700.0
85,24.0,41200.0,50183.43048652584
86,40.0,37900.0,11900.0
87,27.0,41500.0,13300.0
88,31.0,52000.0,15300.0
89,19.0,25800.0,6100.0
90,20.0,128236.94374055104,0.0
91,255.2805516558796,105000.0,38100.0
92,95.35708100193929,40300.0,13000.0
93,26.0,49100.0,14200.0
94,51.0,79500.0,36300.0
95,16.0,21800.0,3900.0
96,17.0,20600.0,1400.0
97,39.0,223290.70920938268,24000.0
98,208.5988724121683,189469.9153451907,22000.0
99,59.0,60300.0,69700.0
100,30.0,29800.0,9600.0
101,54.0,79700.0,162246.83610428392
102,22.0,140649.2079004577,51611.550832358786
103,30.0,26800.0,3700.0
104,57.0,95600.0,228020.61854279984
105,236.0911473190401,49500.0,66100.0
106,206.88789404351348,79300.0,62300.0
107,35.0,60100.0,192105.08700914768
108,17.0,20600.0,4600.0
109,158.29846777567988,72800.0,160109.45333161554
110,26.0,36600.0,8700.0
111,46.0,54800.0,28500.0
112,61.0,52800.0,85500.0
113,33.0,48100.0,16600.0
114,61.0,51400.0,238693.94761473365
115,268.75351336260326,294589.6590460655,74900.0
116,107.79612226089156,42200.0,11900.0
117,41.0,59900.0,23900.0
118,66.0,44000.0,80700.0
119,227.83743166632377,272502.4724925812,439390.7437011928
120,40.0,72100.0,52100.0
121,27.0,89742.7293310962,4700.0
122,31.0,44900.0,27500.0
123,40.0,86100.0,46400.0
124,38.0,63100.0,28300.0
125,171.80020876286474,56600.0,18300.0
126,56.0,41800.0,81900.0
127,16.0,20000.0,600.0
128,37.0,67900.0,18000.0
129,48.0,83300.0,45700.0
130,336.39540631290726,49100.0,80400.0
131,40.0,46000.0,26700.0
132,30.0,30300.0,91562.19066287797
133,40.0,52800.0,29800.0
134,31.0,170080.0555913072,10800.0
135,64.0,59100.0,387385.3257419011
136,58.0,48500.0,62000.0
137,37.0,50700.0,33300.0
138,217.14003218591546,61600.0,22000.0
139,45.0,75000.0,113518.72897159608
140,25.0,12300.0,5800.0
141,33.0,29500.0,8000.0
142,36.0,56300.0,31900.0
143,232.9478749198485,211519.0043279897,25300.0
144,42.0,395920.0974708914,27100.0
145,50.0,65100.0,50700.0
146,56.0,59500.0,72000.0
147,181.9389784728997,62500.0,20400.0
148,31.0,22800.0,17200.0
149,21.0,23600.0,3600.0
150,35.0,26800.0,20400.0
151,57.0,44800.0,90100.0
152,25.0,39700.0,37774.972934025085
153,342.2115768355263,67000.0,38100.0
154,38.0,52600.0,28700.0
155,61.0,47900.0,95000.0
156,302.31962736662354,58700.0,72900.0
157,53.0,79400.0,46500.0
158,34.0,159395.26419619727,12500.0
159,52.0,86800.0,66200.0
160,25.0,25000.0,7100.0
161,49.0,77700.0,62400.0
162,255.13498255578122,47400.0,33300.0
163,23.0,19700.0,900.0
164,16.0,9800.0,1600.0
165,109.95891340852845,16300.0,4000.0
166,29.0,40500.0,18200.0
167,68.0,48400.0,76800.0
168,67.0,188904.56859844833,84200.0
169,228.6341837268788,54800.0,32500.0
170,20.0,79279.12833084214,1400.0
171,146.54559297856412,38700.0,11400.0
172,41.0,279909.7930262059,63500.0
173,64.0,55700.0,461134.08156109607
174,23.0,17100.0,24184.49792880393
175,40.0,36000.0,14500.0
176,64.0,56500.0,71700.0
177,43.0,70000.0,63916.23904099362
178,16.0,26400.0,500.0
179,67.0,45900.0,81700.0
180,36.0,56700.0,41400.0
181,280.8781487448169,74100.0,63700.0
182,24.0,16600.0,4600.0
183,61.0,62000.0,76600.0
184,59.0,63600.0,299235.7315807689
185,40.0,35900.0,8700.0
186,67.0,52200.0,76300.0
187,65.0,219538.58647427286,64300.0
188,33.0,38600.0,16400.0
189,28.0,196830.91159076293,13700.0
190,23.0,22100.0,6700.0
191,83.44063319583336,131038.1994485003,9800.0
192,35.0,56500.0,29900.0
193,218.19244105971558,82100.0,56400.0
194,54.0,100800.0,48700.0
195,254.2484532796152,55000.0,58800.0
196,20.0,30800.0,3100.0
197,60.0,64400.0,68300.0
198,60.0,48200.0,73300.0
199,103.21502365665683,80359.82970472341,400.0
200,56.0,69000.0,52800.0
201,21.0,25700.0,4200.0
202,38.0,55000.0,16800.0
203,22.0,15100.0,1600.0
204,56.0,97900.0,40300.0
205,39.0,51400.0,23400.0
206,48.0,92900.0,60300.0
207,60.0,63600.0,88500.0
208,49.0,43400.0,74382.66961488356
209,25.0,39000.0,56314.78830440878
210,35.0,57600.0,166784.924937185
211,176.7229901512169,65500.0,39800.0
212,66.0,41200.0,78200.0
213,20.0,22500.0,3200.0
