ID,age,income
1,47.0,335071.58654933306
2,61.0,35700.0
3,45.0,57600.0
4,25.0,
5,56.0,516668.4805434517
6,45.0,88100.0
7,54.0,98300.0
8,26.0,40400.0
9,,29500.0
10,36.0,49000.0
11,300.9024164105618,85100.0
12,68.27709123525415,11800.0
13,49.0,76500.0
14,,72584.12237923754
15,166.3812910116234,79500.0
16,47.0,82400.0
17,296.637129453197,45200.0
18,52.0,406366.7155149765
19,37.0,62000.0
20,29.0,58900.0
21,34.0,35500.0
22,,29800.0
23,67.0,47200.0
24,63.0,52700.0
25,,31200.0
26,21.0,17600.0
27,65.0,48700.0
28,63.0,47900.0
29,36.0,54400.0
30,56.0,584973.1971584385
31,24.0,17900.0
32,49.0,
33,17.0,17700.0
34,76.82200837995035,14300.0
35,48.0,74100.0
36,40.0,41800.0
37,26.0,27000.0
38,31.0,39600.0
39,20.0,33200.0
40,,25000.0
41,177.12570743704552,40200.0
42,26.0,27900.0
43,56.0,
44,34.0,40000.0
45,28.0,36200.0
46,23.0,177829.37226189737
47,52.0,98400.0
48,277.4273382289893,308968.8830768394
49,26.0,36700.0
50,,59000.0
51,53.0,102600.0
52,38.0,49000.0
53,234.7088887165835,330451.9430738974
54,38.0,139263.3840813981
55,61.0,44200.0
56,63.0,40200.0
57,32.0,33100.0
58,27.0,227892.20835608576
59,57.0,79300.0
60,23.0,16500.0
61,190.60412950341058,66800.0
62,146.44603274607394,137031.4506653052
63,30.0,19500.0
64,228.58119581486773,95700.0
65,137.75314463377958,55700.0
66,19.0,20700.0
67,22.0,30300.0
68,59.0,48100.0
69,76.01758991658731,19800.0
70,51.0,72400.0
71,29.0,29300.0
72,37.0,67200.0
73,54.0,79200.0
74,,89200.0
75,41.0,55400.0
76,60.0,57100.0
77,22.0,43700.0
78,106.88793838380084,24000.0
79,25.0,221433.95049328014
80,64.0,58600.0
81,,52900.0
82,,64800.0
83,16.0,8000.0
84,33.0,56800.0
85,,25900.0
86,31.0,52000.0
87,29.0,29700.0
88,25.0,36700.0
89,19.0,25800.0
90,20.0,
91,60.0,97000.0
92,,20100.0
93,99.94730332435273,28200.0
94,48.0,80900.0
95,,21800.0
96,17.0,20600.0
97,251.38138986283744,50400.0
98,32.0,63300.0
99,61.0,58600.0
100,27.0,
101,,
102,27.0,22900.0
103,,138810.82359813992
104,202.52257483458163,468887.28055436007
105,61.0,48700.0
106,222.11439212691133,389405.845086494
107,34.0,57800.0
108,17.0,20600.0
109,58.0,99600.0
110,39.0,28800.0
111,49.0,258921.1906346559
112,283.36093753975155,59000.0
113,24.0,39100.0
114,70.0,55000.0
115,236.42497726161474,247596.08250039478
116,109.2442403735586,72503.38711734771
117,47.0,66300.0
118,,55800.0
119,,381960.1858305799
120,52.0,85700.0
121,27.0,81113.31966337458
122,36.0,63900.0
123,53.0,88500.0
124,145.467929124135,45700.0
125,43.0,217713.77568571572
126,190.3005087050882,
127,16.0,90043.86622641823
128,37.0,
129,201.61963643535964,82700.0
130,65.0,70000.0
131,35.0,54500.0
132,30.0,35400.0
133,,51300.0
134,37.0,36500.0
135,59.0,58200.0
136,63.0,65400.0
137,41.0,55800.0
138,,
139,,59600.0
140,25.0,12300.0
141,34.0,40100.0
142,,
143,,54700.0
144,35.0,215046.82361165693
145,,81400.0
146,67.0,311532.91989052086
147,36.0,52300.0
148,25.0,36400.0
149,21.0,23600.0
150,31.0,43400.0
151,60.0,194244.43006414108
152,39.0,26400.0
153,50.0,84100.0
154,39.0,
155,56.0,
156,60.0,56600.0
157,50.0,
158,40.0,40700.0
159,60.0,65000.0
160,34.0,27500.0
161,302.8465422838689,87000.0
162,37.0,52500.0
163,23.0,19700.0
164,16.0,
165,19.0,16300.0
166,29.0,272242.69030422316
167,60.0,53500.0
168,69.0,54700.0
169,38.0,247178.92088549183
170,20.0,88215.6585651739
171,26.0,41100.0
172,55.0,
173,59.0,50400.0
174,23.0,
175,185.26482964224434,52000.0
176,194.42357585659983,144567.0742904425
177,45.0,62500.0
178,86.66307997047143,26400.0
179,,54700.0
180,191.526128697122,368408.81359690055
181,212.9277653786688,85800.0
182,24.0,16600.0
183,63.0,186727.2911854165
184,62.0,54600.0
185,137.4885975121295,52000.0
186,186.17444129180907,48600.0
187,65.0,162439.40908730656
188,37.0,68800.0
189,24.0,
190,23.0,22100.0
191,25.0,28100.0
192,46.0,56900.0
193,58.0,448593.0664115655
194,40.0,61300.0
195,,56200.0
196,20.0,30800.0
197,60.0,49800.0
198,60.0,43900.0
199,24.0,22300.0
200,56.0,70000.0
201,,25700.0
202,42.0,63000.0
203,22.0,15100.0
204,46.0,69000.0
205,47.0,59000.0
206,189.4383048047233,71400.0
207,56.0,54000.0
208,157.1821910438833,59600.0
209,37.0,26400.0
210,37.0,57200.0
211,205.30052385606442,61400.0
212,66.0,
213,20.0,22500.0
214,22.0,31400.0
215,317.3967762604556,
216,187.905375115744,33200.0
217,16.0,18900.0
218,256.6734904058734,61200.0
219,40.0,50400.0
220,26.0,10100.0
221,,61900.0
222,66.0,34300.0
223,41.0,80900.0
224,39.0,198505.7187271695
225,16.0,16400.0
226,71.0,68600.0
227,26.0,29200.0
228,37.0,39500.0
229,59.0,353845.0927905285
230,252.17328758481383,72100.0
231,23.0,
232,357.2912027596635,58700.0
233,56.0,48200.0
234,59.0,
235,46.0,81400.0
236,,8000.0
237,27.0,21200.0
238,138.47310504838464,32500.0
239,65.0,49400.0
240,49.0,89600.0
241,,50200.0
242,47.0,81700.0
243,,58900.0
244,20.0,
245,57.0,71600.0
246,33.0,
247,50.0,70200.0
248,42.0,
249,69.0,50800.0
250,30.0,11600.0
251,32.0,43700.0
252,25.0,
253,205.85480147885607,63500.0
254,21.0,18700.0
255,44.0,65800.0
256,26.0,125289.88021943938
257,16.0,111889.58567210093
258,,37900.0
259,51.0,88700.0
260,26.0,17300.0
261,32.0,44100.0
262,19.0,20400.0
263,59.0,43000.0
264,71.34609973887031,31000.0
265,120.36318894962511,39100.0
266,38.0,204491.0770324333
267,,
268,31.0,67400.0
269,301.57824963682503,207281.79399947714
270,64.0,63500.0
271,27.0,18700.0
272,24.0,8000.0
273,41.0,56800.0
274,46.0,64400.0
275,67.0,48400.0
276,50.0,88900.0
277,36.0,55300.0
278,24.0,28000.0
279,24.0,21800.0
280,46.0,302466.0061454729
281,63.0,61300.0
282,21.0,79912.75215284717
283,40.0,50400.0
284,293.4933685260531,53900.0
285,52.0,61600.0
286,,48500.0
287,40.0,62000.0
288,33.0,55300.0
289,127.03855128669271,49800.0
290,128.75416590453045,35700.0
291,23.0,39100.0
292,56.0,239697.0704348644
293,38.0,52500.0
294,61.0,55000.0
295,29.0,18500.0
296,50.0,92600.0
297,30.0,
298,34.0,
299,64.0,52100.0
300,36.0,40500.0
