ID,age,income,saving
1,48.0,95500.0,60900.0
2,,53800.0,72900.0
3,32.0,49100.0,26300.0
4,25.0,15500.0,2000.0
5,52.0,70900.0,
6,48.0,55000.0,121043.15956828899
7,48.0,464345.7985748512,41700.0
8,170.47136069821653,30000.0,47719.62398702629
9,21.0,29500.0,7400.0
10,35.0,55000.0,28300.0
11,237.37627337444047,81800.0,56800.0
12,76.89284344933712,11800.0,5900.0
13,43.0,69100.0,66100.0
14,18.0,22800.0,21150.240990607344
15,53.0,,54600.0
16,48.0,98700.0,67600.0
17,70.0,49700.0,
18,242.7779589165346,97300.0,68900.0
19,44.0,52900.0,28300.0
20,42.0,168867.28971156373,15400.0
21,30.0,38600.0,13300.0
22,27.0,41800.0,11400.0
23,60.0,38700.0,215437.4482716614
24,64.0,233854.03058571144,63800.0
25,28.0,52000.0,10100.0
26,100.433789186896,17600.0,5300.0
27,299.9211947232517,256618.42762842786,233496.339787538
28,57.0,53900.0,76500.0
29,46.0,48700.0,72156.5833243266
30,48.0,84000.0,50600.0
31,24.0,17900.0,2400.0
32,37.0,56100.0,22700.0
33,17.0,103790.62971888598,
34,19.0,14300.0,3500.0
35,40.0,65500.0,51300.0
36,34.0,40000.0,8700.0
37,26.0,27000.0,1900.0
38,33.0,46500.0,12000.0
39,20.0,145513.7718882442,4600.0
40,24.0,43300.0,15300.0
41,33.0,145918.2978576394,9300.0
42,26.0,45100.0,14700.0
43,63.0,64600.0,75800.0
44,33.0,,8700.0
45,31.0,29300.0,10800.0
46,32.0,41900.0,14400.0
47,235.3850285108945,105000.0,54500.0
48,46.0,89000.0,75400.0
49,31.0,31100.0,17900.0
50,48.0,93300.0,53800.0
51,54.0,89600.0,48100.0
52,35.0,46600.0,23400.0
53,52.0,80600.0,54300.0
54,32.0,124128.7435585781,12100.0
55,62.0,44000.0,71500.0
56,355.1904951041461,52700.0,69800.0
57,29.0,30200.0,10700.0
58,35.0,44300.0,57120.91595252806
59,56.0,84800.0,50900.0
60,23.0,90928.90168400641,19282.36784337518
61,52.0,,48500.0
62,27.0,25300.0,8000.0
63,30.0,19500.0,1000.0
64,180.36498028207723,100800.0,56300.0
65,45.0,67900.0,19500.0
66,19.0,20700.0,
67,22.0,30300.0,0.0
68,64.0,51700.0,61700.0
69,18.0,98935.6194338285,
70,53.0,74300.0,51900.0
71,26.0,37200.0,9100.0
72,40.0,208897.3376517161,23500.0
73,50.0,100500.0,57500.0
74,160.35696689194154,70700.0,218543.7298897813
75,35.0,42900.0,150883.9932151067
76,390.2071061502279,70000.0,65100.0
77,35.0,106429.81180759617,8700.0
78,23.0,33000.0,8000.0
79,155.01155477820262,,17100.0
80,60.0,268188.2367171457,75900.0
81,39.0,58700.0,32000.0
82,45.0,222001.91840615738,24000.0
83,16.0,8000.0,500.0
84,201.16916710990216,62200.0,73183.67152190844
85,24.0,41200.0,11500.0
86,216.1915344185909,37900.0,11900.0
87,27.0,41500.0,13300.0
88,142.26606275700843,52000.0,15300.0
89,,25800.0,6100.0
90,61.88431476178458,22500.0,0.0
91,,105000.0,38100.0
92,22.0,40300.0,49542.947300515654
93,26.0,49100.0,14200.0
94,51.0,469614.8845282302,132157.21187423082
95,16.0,77272.03284529244,3900.0
96,17.0,86267.18107153662,1400.0
97,39.0,66000.0,24000.0
98,48.0,49500.0,22000.0
99,185.07527973290163,60300.0,69700.0
100,,140427.98191901715,9600.0
101,54.0,79700.0,30000.0
102,110.51373278454876,38200.0,11200.0
103,30.0,96833.02780477326,3700.0
104,321.0277961520542,95600.0,48500.0
105,60.0,287029.758916619,337727.8976252562
106,51.0,79300.0,62300.0
107,35.0,60100.0,34500.0
108,71.28762075414241,20600.0,4600.0
109,44.0,430316.01195001084,48400.0
110,103.27766905485015,116165.46227013641,8700.0
111,46.0,,
112,61.0,52800.0,85500.0
113,33.0,48100.0,16600.0
114,61.0,51400.0,63600.0
115,62.0,60600.0,228679.9089419881
116,22.0,42200.0,11900.0
117,41.0,59900.0,23900.0
118,,44000.0,80700.0
119,48.0,373127.7548816824,285589.30790118553
120,40.0,72100.0,52100.0
121,27.0,22100.0,4700.0
122,,44900.0,27500.0
123,40.0,86100.0,46400.0
124,38.0,63100.0,28300.0
125,35.0,56600.0,18300.0
126,56.0,150769.39776148048,81900.0
127,16.0,20000.0,3294.180674954512
128,37.0,67900.0,18000.0
129,48.0,83300.0,45700.0
130,63.0,49100.0,80400.0
131,40.0,46000.0,26700.0
132,30.0,30300.0,15400.0
133,40.0,52800.0,29800.0
134,31.0,37500.0,10800.0
135,64.0,59100.0,72200.0
136,58.0,168938.3466873978,62000.0
137,207.20379074101842,50700.0,177818.82642777363
138,,61600.0,22000.0
139,45.0,333923.41108523635,35000.0
140,110.51454551583441,12300.0,5800.0
141,,29500.0,8000.0
142,,221614.53171117013,
143,40.0,59500.0,
144,42.0,,27100.0
145,50.0,65100.0,50700.0
146,56.0,201228.6659786485,72000.0
147,39.0,62500.0,20400.0
148,31.0,22800.0,83859.21882437402
149,,23600.0,3600.0
150,35.0,26800.0,89005.56342599382
151,281.46305478703965,44800.0,90100.0
152,124.35506431193552,128082.41491072436,6400.0
153,60.0,67000.0,38100.0
154,38.0,,28700.0
155,61.0,161039.91526605954,95000.0
156,252.18959401769305,58700.0,72900.0
157,53.0,79400.0,159736.02442546262
158,34.0,32300.0,12500.0
159,52.0,86800.0,66200.0
160,25.0,25000.0,28453.167715940563
161,205.65206790896858,77700.0,62400.0
162,45.0,47400.0,33300.0
163,23.0,19700.0,900.0
164,16.0,52552.62858030896,1600.0
165,,16300.0,4000.0
166,29.0,40500.0,18200.0
167,68.0,271253.27238232415,76800.0
168,67.0,43400.0,297038.744578166
169,43.0,54800.0,32500.0
170,116.72627032346782,19800.0,1400.0
171,34.0,,11400.0
172,41.0,82600.0,63500.0
173,64.0,55700.0,94600.0
174,23.0,17100.0,4600.0
175,231.85721398961067,36000.0,51721.37152851428
176,64.0,56500.0,71700.0
177,43.0,70000.0,20700.0
178,16.0,26400.0,
179,67.0,45900.0,81700.0
180,36.0,56700.0,41400.0
181,51.0,74100.0,63700.0
182,24.0,16600.0,4600.0
183,262.80056310279537,62000.0,76600.0
184,338.42709796300664,63600.0,225082.06061926365
185,40.0,201367.6273845559,8700.0
186,67.0,52200.0,76300.0
187,65.0,60400.0,64300.0
188,33.0,38600.0,16400.0
189,104.25166535953721,35600.0,13700.0
190,23.0,,6700.0
191,26.0,34100.0,
192,35.0,56500.0,29900.0
193,49.0,82100.0,56400.0
194,54.0,100800.0,48700.0
195,58.0,55000.0,58800.0
196,20.0,30800.0,
197,60.0,64400.0,308615.8514802172
198,60.0,186087.08699876303,73300.0
199,24.0,,400.0
200,56.0,229334.0632257047,52800.0
201,21.0,,4200.0
202,217.7610757530697,55000.0,16800.0
203,22.0,15100.0,1600.0
204,56.0,97900.0,40300.0
205,39.0,51400.0,23400.0
206,48.0,92900.0,60300.0
207,328.24180876850284,63600.0,88500.0
208,49.0,153084.8489612108,21900.0
209,25.0,39000.0,15000.0
210,35.0,57600.0,31800.0
211,,65500.0,39800.0
212,233.60082528477153,41200.0,78200.0
213,20.0,22500.0,3200.0
214,28.0,24900.0,11100.0
215,65.0,48500.0,63900.0
216,29.0,25400.0,11900.0
217,16.0,18900.0,4900.0
218,250.96130334439803,60500.0,81900.0
219,133.04228255261313,56100.0,31500.0
220,26.0,10100.0,1100.0
221,41.0,64800.0,29400.0
222,71.0,40100.0,87900.0
223,51.0,90200.0,58900.0
224,48.0,265471.6131460299,21600.0
225,16.0,16400.0,12709.982310505295
226,58.0,47900.0,54800.0
227,26.0,33300.0,53399.53178989664
228,33.0,34500.0,59700.9327865936
229,45.0,80700.0,
230,,80400.0,42000.0
231,23.0,18400.0,4300.0
232,64.0,241964.20648878303,69500.0
233,61.0,,75100.0
234,70.0,52200.0,64500.0
235,48.0,84200.0,70300.0
236,94.29443863435549,8000.0,1200.0
237,27.0,21200.0,23124.72244388793
238,28.0,27100.0,15900.0
239,63.0,48300.0,88000.0
240,46.0,81500.0,76100.0
241,67.0,53600.0,62700.0
242,60.0,86700.0,41500.0
243,36.0,,31800.0
244,20.0,14400.0,1400.0
245,54.0,443277.2862553143,178750.68490947693
246,40.0,62400.0,24600.0
247,50.0,88500.0,70000.0
248,52.0,78600.0,48700.0
249,59.0,53700.0,64400.0
250,30.0,11600.0,200.0
251,35.0,19400.0,12900.0
252,25.0,35000.0,3700.0
253,44.0,62700.0,22000.0
254,21.0,18700.0,1200.0
255,41.0,40700.0,
256,22.0,25100.0,10000.0
257,16.0,19500.0,1500.0
258,32.0,27600.0,12400.0
259,184.44533457235718,76900.0,63600.0
260,26.0,17300.0,3600.0
261,36.0,71415.40923442559,8400.0
262,19.0,20400.0,16006.010493952746
263,56.0,41300.0,309644.7324200943
264,16.0,31000.0,3900.0
265,33.0,31500.0,14500.0
266,34.0,,16600.0
267,65.0,51700.0,83800.0
268,196.49911135506878,391350.73733618,38700.0
269,70.0,47800.0,66400.0
270,308.3967512188475,56900.0,73800.0
271,27.0,81764.65927330565,3600.0
272,24.0,26313.794997253368,1200.0
273,41.0,320904.2668207342,23400.0
274,246.488293536484,97000.0,68100.0
275,63.0,59900.0,82100.0
276,49.0,69600.0,73000.0
277,42.0,52400.0,112944.40617439052
278,137.40790091119902,28000.0,2500.0
279,24.0,21800.0,2500.0
280,47.0,82600.0,68200.0
281,236.96859364732268,233751.2374295289,314780.42591324553
282,,22500.0,5600.0
283,31.0,72700.0,77258.5877245282
284,65.0,54100.0,64800.0
285,,81400.0,128228.77018288976
286,254.5126482569977,,74700.0
287,,48500.0,119545.96556606708
288,39.0,47500.0,27900.0
289,184.92827458635355,64600.0,27600.0
290,30.0,31900.0,9700.0
291,33.0,23600.0,15200.0
292,54.0,292310.2425376282,359586.30548416614
293,47.0,71000.0,21300.0
294,65.0,50300.0,61800.0
295,29.0,,3500.0
296,52.0,256046.91863810475,175734.9119969817
297,34.0,42300.0,16400.0
298,105.98427381441594,33800.0,6200.0
299,59.0,50500.0,399921.26130290225
300,33.0,47700.0,13000.0
