ID,age,income
1,,
2,185.9093467040075,35700.0
3,45.0,57600.0
4,25.0,15500.0
5,199.5956680601126,95700.0
6,45.0,88100.0
7,54.0,98300.0
8,26.0,40400.0
9,21.0,29500.0
10,36.0,
11,51.0,378689.52389899356
12,,11800.0
13,249.02405340720628,76500.0
14,,
15,49.0,79500.0
16,47.0,82400.0
17,59.0,45200.0
18,52.0,91600.0
19,37.0,62000.0
20,29.0,
21,34.0,
22,32.0,29800.0
23,67.0,47200.0
24,63.0,52700.0
25,35.0,31200.0
26,21.0,
27,65.0,48700.0
28,63.0,47900.0
29,36.0,54400.0
30,56.0,105000.0
31,24.0,17900.0
32,49.0,53200.0
33,17.0,
34,19.0,14300.0
35,48.0,74100.0
36,40.0,41800.0
37,26.0,
38,31.0,39600.0
39,20.0,33200.0
40,32.0,101318.2602163934
41,,40200.0
42,26.0,27900.0
43,56.0,48300.0
44,34.0,40000.0
45,,36200.0
46,23.0,38900.0
47,52.0,98400.0
48,53.0,76200.0
49,26.0,36700.0
50,44.0,59000.0
51,53.0,102600.0
52,173.6435680958376,49000.0
53,50.0,93200.0
54,38.0,38100.0
55,61.0,44200.0
56,63.0,40200.0
57,32.0,33100.0
58,27.0,42600.0
59,329.50237421488123,79300.0
60,23.0,
61,42.0,66800.0
62,27.0,25300.0
63,30.0,19500.0
64,48.0,95700.0
65,43.0,55700.0
66,19.0,20700.0
67,,30300.0
68,59.0,48100.0
69,18.0,19800.0
70,51.0,72400.0
71,29.0,29300.0
72,37.0,
73,54.0,79200.0
74,55.0,89200.0
75,41.0,
76,,
77,,43700.0
78,,24000.0
79,25.0,38800.0
80,64.0,58600.0
81,,
82,127.08850270905509,
83,16.0,8000.0
84,33.0,56800.0
85,24.0,25900.0
86,31.0,52000.0
87,29.0,29700.0
88,25.0,36700.0
89,,25800.0
90,20.0,22500.0
91,,97000.0
92,34.0,20100.0
93,30.0,28200.0
94,48.0,80900.0
95,,21800.0
96,17.0,20600.0
97,42.0,50400.0
98,32.0,63300.0
99,61.0,58600.0
100,,
101,51.0,76700.0
102,,
103,30.0,
104,52.0,91700.0
105,61.0,
106,,79800.0
107,201.67567594743647,57800.0
108,17.0,76699.88290953278
109,58.0,99600.0
110,39.0,
111,49.0,
112,57.0,
113,24.0,39100.0
114,70.0,55000.0
115,57.0,
116,,18800.0
117,47.0,66300.0
118,63.0,55800.0
119,267.1218880624169,68200.0
120,52.0,85700.0
121,27.0,22100.0
122,36.0,63900.0
123,53.0,88500.0
124,42.0,45700.0
125,43.0,
126,60.0,54000.0
127,16.0,20000.0
128,37.0,57900.0
129,46.0,82700.0
130,287.0754802019292,70000.0
131,35.0,54500.0
132,30.0,35400.0
133,,51300.0
134,,
135,59.0,58200.0
136,63.0,65400.0
137,,55800.0
138,43.0,56900.0
139,43.0,59600.0
140,25.0,12300.0
141,34.0,40100.0
142,34.0,73700.0
143,224.5575251640239,54700.0
144,35.0,50400.0
145,46.0,81400.0
146,219.2589592668899,54300.0
147,115.14015117715812,52300.0
148,25.0,36400.0
149,21.0,23600.0
150,31.0,212358.90202222092
151,60.0,49200.0
152,39.0,26400.0
153,185.87916314830747,84100.0
154,39.0,60300.0
155,56.0,54700.0
156,,
157,50.0,
158,40.0,40700.0
159,60.0,65000.0
160,34.0,27500.0
161,59.0,87000.0
162,,52500.0
163,23.0,19700.0
164,16.0,9800.0
165,19.0,16300.0
166,29.0,50500.0
167,,53500.0
168,223.97091113390127,
169,38.0,59500.0
170,20.0,19800.0
171,26.0,41100.0
172,,76900.0
173,59.0,50400.0
174,23.0,17100.0
175,31.0,52000.0
176,60.0,32200.0
177,45.0,62500.0
178,16.0,26400.0
179,58.0,54700.0
180,39.0,61800.0
181,46.0,85800.0
182,24.0,16600.0
183,63.0,
184,,54600.0
185,25.0,52000.0
186,57.0,48600.0
187,65.0,48700.0
188,37.0,68800.0
189,24.0,31100.0
190,23.0,22100.0
191,25.0,28100.0
192,46.0,56900.0
193,58.0,87800.0
194,40.0,61300.0
195,,56200.0
196,20.0,30800.0
197,,49800.0
198,225.5041861337671,191631.59877357032
199,,22300.0
200,56.0,70000.0
201,80.28191180921702,
202,42.0,63000.0
203,22.0,
204,46.0,69000.0
205,,59000.0
206,47.0,
207,56.0,54000.0
208,41.0,59600.0
209,,26400.0
210,37.0,57200.0
211,48.0,61400.0
212,325.05900350272896,52600.0
213,20.0,22500.0
214,22.0,31400.0
215,60.0,61600.0
216,33.0,33200.0
217,16.0,18900.0
218,66.0,
219,40.0,50400.0
220,26.0,10100.0
221,43.0,61900.0
222,66.0,34300.0
223,,80900.0
224,,51600.0
225,16.0,16400.0
226,,68600.0
227,26.0,29200.0
228,37.0,39500.0
229,59.0,72600.0
230,43.0,72100.0
231,23.0,18400.0
232,62.0,58700.0
233,56.0,176430.75715737767
234,59.0,55200.0
235,46.0,81400.0
236,16.0,
237,27.0,21200.0
238,31.0,
239,65.0,294578.1129951804
240,49.0,89600.0
241,59.0,50200.0
242,47.0,
243,42.0,188344.4965895965
244,20.0,14400.0
245,57.0,
246,33.0,47300.0
247,50.0,70200.0
248,42.0,101600.0
249,69.0,50800.0
250,30.0,11600.0
251,32.0,43700.0
252,25.0,35000.0
253,44.0,314259.1225420718
254,21.0,18700.0
255,143.85112072163417,65800.0
256,26.0,22100.0
257,,19500.0
258,31.0,37900.0
259,51.0,88700.0
260,26.0,
261,,44100.0
262,19.0,20400.0
263,59.0,43000.0
264,16.0,31000.0
265,,
266,38.0,45400.0
